Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181109_084248,312,prayer rug,15,157
20181109_084249,318,prayer rug,27,154
20181109_084250,323,prayer rug,33,151
20181109_084251,328,prayer rug,16,158
20181109_084252,333,prayer rug,17,170
20181109_084253,338,prayer rug,18,153
20181109_084254,343,prayer rug,16,170
20181109_084255,348,prayer rug,34,174
20181109_084256,353,prayer rug,34,149
20181109_084257,358,prayer rug,20,143
20181109_084258,364,prayer rug,14,159
20181109_084259,369,prayer rug,26,150
20181109_084300,374,prayer rug,18,161
20181109_084301,379,prayer rug,35,146
20181109_084302,385,prayer rug,16,153
20181109_084303,390,prayer rug,23,149
20181109_084304,395,prayer rug,15,150
20181109_084305,401,prayer rug,17,159
20181109_084306,406,prayer rug,35,162
20181109_084307,411,prayer rug,37,157
20181109_084308,416,prayer rug,16,150
20181109_084309,421,prayer rug,16,147
20181109_084310,426,prayer rug,22,154
20181109_084311,431,prayer rug,20,150
20181109_084312,436,prayer rug,15,193
20181109_084313,441,prayer rug,16,149
20181109_084314,447,prayer rug,15,151
20181109_084315,452,prayer rug,17,145
20181109_084316,457,prayer rug,21,147
20181109_084317,462,prayer rug,33,145
20181109_084318,467,prayer rug,16,150
20181109_084319,472,prayer rug,32,148
20181109_084320,477,prayer rug,19,150
20181109_084321,482,prayer rug,15,155
20181109_084322,487,prayer rug,16,150
20181109_084323,492,prayer rug,18,147
20181109_084324,497,prayer rug,34,149
20181109_084325,502,prayer rug,18,149
20181109_084326,507,prayer rug,26,152
20181109_084327,512,prayer rug,18,154
20181109_084328,517,prayer rug,16,146
20181109_084329,522,prayer rug,26,151
20181109_084330,528,prayer rug,16,153
20181109_084331,533,prayer rug,18,146
20181109_084332,538,prayer rug,15,149
20181109_084333,543,prayer rug,14,147
20181109_084334,549,prayer rug,16,151
20181109_084335,554,prayer rug,22,158
20181109_084336,559,prayer rug,28,154
20181109_084337,564,prayer rug,14,149
20181109_084338,569,prayer rug,36,152
20181109_084339,575,prayer rug,29,151
20181109_084340,580,prayer rug,26,149
20181109_084341,585,prayer rug,16,147
20181109_084342,590,prayer rug,31,144
20181109_084343,595,prayer rug,17,151
20181109_084344,600,prayer rug,14,146
20181109_084345,606,prayer rug,15,149
20181109_084346,611,prayer rug,32,146
20181109_084347,616,prayer rug,27,154
20181109_084348,621,prayer rug,18,167
20181109_084349,626,prayer rug,21,152
20181109_084350,631,prayer rug,23,164
20181109_084351,636,prayer rug,17,162
20181109_084352,642,prayer rug,18,142
20181109_084353,647,prayer rug,17,162
20181109_084354,652,prayer rug,34,154
20181109_084355,657,prayer rug,30,161
20181109_084356,662,prayer rug,14,156
20181109_084357,667,prayer rug,16,159
20181109_084358,673,prayer rug,18,143
20181109_084359,678,prayer rug,15,152
20181109_084400,683,prayer rug,14,157
20181109_084401,689,prayer rug,19,149
20181109_084402,694,prayer rug,21,154
20181109_084403,699,prayer rug,30,173
20181109_084404,704,prayer rug,23,159
20181109_084405,709,prayer rug,16,157
20181109_084406,714,prayer rug,14,166
20181109_084407,720,prayer rug,20,160
20181109_084408,725,prayer rug,19,150
20181109_084409,730,prayer rug,15,173
20181109_084410,735,prayer rug,18,161
20181109_084411,739,prayer rug,15,163
20181109_084412,744,prayer rug,16,166
20181109_084413,749,prayer rug,24,169
20181109_084414,754,prayer rug,17,174
20181109_084415,759,prayer rug,16,170
20181109_084416,763,prayer rug,35,170
20181109_084417,767,prayer rug,32,176
20181109_084418,772,prayer rug,30,182
20181109_084419,776,prayer rug,38,173
20181109_084420,781,prayer rug,25,172
20181109_084421,785,prayer rug,18,200
20181109_084422,790,prayer rug,18,175
20181109_084423,794,prayer rug,17,174
20181109_084424,799,prayer rug,26,167
20181109_084425,804,prayer rug,17,179
20181109_084426,808,prayer rug,19,174
20181109_084427,813,prayer rug,24,178
20181109_084428,817,prayer rug,33,172
20181109_084429,822,prayer rug,32,186
20181109_084430,826,prayer rug,27,174
20181109_084431,831,prayer rug,24,176
20181109_084432,835,prayer rug,24,178
20181109_084433,840,prayer rug,17,174
20181109_084434,845,prayer rug,20,178
20181109_084435,850,prayer rug,28,185
20181109_084436,854,prayer rug,30,171
20181109_084437,859,prayer rug,23,171
20181109_084438,863,prayer rug,37,178
20181109_084439,868,prayer rug,29,186
20181109_084440,873,prayer rug,35,169
20181109_084441,877,prayer rug,20,188
20181109_084442,881,prayer rug,29,192
20181109_084443,885,prayer rug,19,174
20181109_084444,890,prayer rug,18,181
20181109_084445,894,prayer rug,31,176
20181109_084446,899,prayer rug,28,171
20181109_084447,904,prayer rug,19,172
20181109_084448,908,prayer rug,21,181
20181109_084449,913,prayer rug,21,180
20181109_084450,918,prayer rug,27,173
20181109_084451,922,prayer rug,31,192
20181109_084452,927,prayer rug,18,183
20181109_084453,932,prayer rug,19,191
20181109_084454,936,prayer rug,17,174
20181109_084455,941,prayer rug,23,171
20181109_084456,945,prayer rug,21,168
20181109_084457,950,prayer rug,29,170
20181109_084458,955,prayer rug,18,173
20181109_084459,960,prayer rug,38,169
20181109_084500,964,prayer rug,17,175
20181109_084501,969,prayer rug,29,200
20181109_084502,973,prayer rug,34,170
20181109_084503,978,prayer rug,32,172
20181109_084504,983,prayer rug,24,180
20181109_084505,988,prayer rug,17,173
20181109_084506,992,prayer rug,33,176
20181109_084507,997,prayer rug,34,170
20181109_084508,1001,prayer rug,20,169
20181109_084509,1006,prayer rug,21,173
20181109_084510,1011,prayer rug,35,173
20181109_084511,1015,prayer rug,17,179
20181109_084512,1020,prayer rug,19,174
20181109_084513,1025,prayer rug,19,173
20181109_084514,1029,prayer rug,28,171
20181109_084515,1034,prayer rug,21,169
20181109_084516,1039,prayer rug,18,218
20181109_084517,1043,prayer rug,19,190
20181109_084518,1048,prayer rug,31,171
20181109_084519,1052,prayer rug,18,169
20181109_084520,1057,prayer rug,20,170
20181109_084521,1062,prayer rug,18,175
20181109_084522,1066,prayer rug,33,174
20181109_084523,1071,prayer rug,27,190
20181109_084524,1075,prayer rug,17,181
20181109_084525,1080,prayer rug,33,188
20181109_084526,1084,prayer rug,22,187
20181109_084527,1089,prayer rug,21,179
20181109_084528,1094,prayer rug,18,172
20181109_084529,1098,prayer rug,38,185
20181109_084530,1102,prayer rug,33,203
20181109_084531,1107,prayer rug,21,193
20181109_084532,1111,prayer rug,25,174
20181109_084533,1116,prayer rug,17,188
20181109_084534,1121,prayer rug,27,185
20181109_084535,1125,prayer rug,20,179
20181109_084536,1130,prayer rug,36,194
20181109_084537,1134,prayer rug,41,167
20181109_084538,1139,prayer rug,36,177
20181109_084539,1144,prayer rug,34,193
20181109_084540,1148,prayer rug,17,176
20181109_084541,1153,prayer rug,19,179
20181109_084542,1158,prayer rug,31,186
20181109_084543,1162,prayer rug,17,177
20181109_084544,1167,prayer rug,25,196
20181109_084545,1172,prayer rug,18,176
20181109_084546,1176,prayer rug,32,169
20181109_084547,1181,prayer rug,19,173
20181109_084548,1186,prayer rug,17,180
20181109_084549,1190,prayer rug,18,172
20181109_084550,1195,prayer rug,30,170
20181109_084551,1200,prayer rug,18,174
20181109_084552,1204,prayer rug,17,181
20181109_084553,1209,prayer rug,20,221
20181109_084554,1213,prayer rug,24,192
20181109_084555,1218,prayer rug,25,175
20181109_084556,1223,prayer rug,17,168
20181109_084557,1227,prayer rug,17,190
20181109_084558,1232,prayer rug,31,218
20181109_084559,1236,prayer rug,18,174
20181109_084600,1240,prayer rug,16,179
20181109_084601,1245,prayer rug,19,179
20181109_084602,1249,prayer rug,19,173
20181109_084603,1254,prayer rug,25,189
20181109_084604,1258,prayer rug,35,171
20181109_084605,1263,prayer rug,31,187
20181109_084606,1268,prayer rug,35,171
20181109_084607,1272,prayer rug,19,172
20181109_084608,1277,prayer rug,19,179
20181109_084609,1281,prayer rug,33,170
20181109_084610,1286,prayer rug,22,173
20181109_084611,1291,prayer rug,30,173
20181109_084612,1296,prayer rug,17,174
20181109_084613,1300,prayer rug,19,188
20181109_084614,1305,prayer rug,19,169
20181109_084615,1310,prayer rug,30,166
20181109_084616,1314,prayer rug,19,173
20181109_084617,1319,prayer rug,18,186
20181109_084618,1323,prayer rug,25,174
20181109_084619,1328,prayer rug,18,172
20181109_084620,1333,prayer rug,25,167
20181109_084621,1337,prayer rug,18,170
20181109_084622,1342,prayer rug,31,172
20181109_084623,1347,prayer rug,38,177
20181109_084624,1351,prayer rug,25,179
20181109_084625,1355,prayer rug,20,172
20181109_084626,1360,prayer rug,20,171
20181109_084627,1364,prayer rug,32,182
20181109_084628,1369,prayer rug,26,173
20181109_084629,1373,prayer rug,34,175
20181109_084630,1378,prayer rug,34,172
20181109_084631,1383,prayer rug,20,177
20181109_084632,1387,prayer rug,30,188
20181109_084633,1392,prayer rug,29,170
20181109_084634,1397,prayer rug,23,168
20181109_084635,1401,prayer rug,27,176
20181109_084636,1406,prayer rug,26,169
20181109_084637,1410,prayer rug,28,188
20181109_084638,1414,prayer rug,33,169
20181109_084639,1419,prayer rug,23,173
20181109_084640,1424,prayer rug,20,198
20181109_084641,1428,prayer rug,29,171
20181109_084642,1433,prayer rug,30,184
20181109_084643,1437,prayer rug,20,174
20181109_084644,1442,prayer rug,22,197
20181109_084645,1446,prayer rug,18,172
20181109_084646,1451,prayer rug,27,170
20181109_084647,1456,prayer rug,29,190
20181109_084648,1460,prayer rug,17,179
20181109_084649,1465,prayer rug,37,175
20181109_084650,1468,prayer rug,32,213
