Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
53,1.82629E+14,1.8263E+14,469.204161,1.8263E+14,1.8263E+14,73.638393,daisy,0.47827387,,,542.842554,,93,2,,,,
54,1.8263E+14,1.8263E+14,462.355359,1.8263E+14,1.82631E+14,70.03709,daisy,0.48282164,,,532.392449,,94,2,,,,
54,1.82631E+14,1.82631E+14,473.326245,1.82631E+14,1.82631E+14,71.154955,daisy,0.5182825,,,544.4812,,95,2,,,,
55,1.82631E+14,1.82632E+14,466.667182,1.82632E+14,1.82632E+14,64.396516,daisy,0.5405514,,,531.063698,,96,1,,,,
55,1.82632E+14,1.82632E+14,465.279161,1.82632E+14,1.82632E+14,71.448601,daisy,0.5865344,,,536.727762,,97,2,,,,
56,1.82632E+14,1.82633E+14,467.218797,1.82633E+14,1.82633E+14,64.976413,daisy,0.47392243,,,532.19521,,98,2,,,,
56,1.82633E+14,1.82633E+14,464.156244,1.82633E+14,1.82633E+14,71.159799,daisy,0.41881365,,,535.316043,,99,2,,,,
57,1.82633E+14,1.82634E+14,463.276453,1.82634E+14,1.82634E+14,66.577662,daisy,0.57001543,,,529.854115,,100,1,,,,
58,1.82634E+14,1.82634E+14,462.7764,1.82634E+14,1.82634E+14,66.933288,daisy,0.5210996,,,529.709688,,101,2,,,,
58,1.82635E+14,1.82635E+14,471.030255,1.82635E+14,1.82635E+14,68.855476,daisy,0.7017403,,,539.885731,,102,2,,,,
59,1.82635E+14,1.82636E+14,462.416401,1.82636E+14,1.82636E+14,71.307142,daisy,0.5280038,,,533.723543,,103,2,,,,
59,1.82636E+14,1.82636E+14,466.197755,1.82636E+14,1.82636E+14,63.256204,daisy,0.46642393,,,529.453959,,104,1,,,,
60,1.82636E+14,1.82637E+14,474.256089,1.82637E+14,1.82637E+14,71.744799,daisy,0.5395471,,,546.000888,,105,2,,,,
60,1.82637E+14,1.82637E+14,462.2314,1.82637E+14,1.82637E+14,66.843652,daisy,0.6345671,,,529.075052,,106,2,,,,
61,1.82637E+14,1.82638E+14,475.364839,1.82638E+14,1.82638E+14,69.287247,daisy,0.6384892,,,544.652086,,107,2,,,,
62,1.82638E+14,1.82638E+14,471.841245,1.82638E+14,1.82638E+14,67.939121,daisy,0.5255283,,,539.780366,,108,1,,,,
62,1.82638E+14,1.82639E+14,468.006609,1.82639E+14,1.82639E+14,61.714485,daisy,0.5866586,,,529.721094,,109,2,,,,
63,1.82639E+14,1.8264E+14,464.742911,1.8264E+14,1.8264E+14,59.533548,daisy,0.5727434,,,524.276459,,110,2,,,,
63,1.8264E+14,1.8264E+14,477.952027,1.8264E+14,1.8264E+14,67.336465,daisy,0.47009504,,,545.288492,,111,2,,,,
64,1.8264E+14,1.82641E+14,471.461349,1.82641E+14,1.82641E+14,65.818444,daisy,0.52518547,,,537.279793,,112,1,,,,
64,1.82641E+14,1.82641E+14,476.39036,1.82641E+14,1.82641E+14,67.973341,daisy,0.54857606,,,544.363701,,113,2,,,,
65,1.82641E+14,1.82642E+14,462.645307,1.82642E+14,1.82642E+14,63.858913,daisy,0.5876393,,,526.50422,,114,2,,,,
65,1.82642E+14,1.82642E+14,472.123068,1.82642E+14,1.82642E+14,58.9736,daisy,0.43097132,,,531.096668,,115,2,,,,
66,1.82642E+14,1.82643E+14,467.124734,1.82643E+14,1.82643E+14,64.492454,daisy,0.44436967,,,531.617188,,116,2,,,,
67,1.82643E+14,1.82643E+14,472.810724,1.82643E+14,1.82644E+14,84.771571,daisy,0.8118802,,,557.582295,,117,1,,,,
67,1.82644E+14,1.82644E+14,465.821088,1.82644E+14,1.82644E+14,68.448913,daisy,0.5313529,,,534.270001,,118,2,,,,
68,1.82644E+14,1.82645E+14,470.734787,1.82645E+14,1.82645E+14,63.432819,daisy,0.60148466,,,534.167606,,119,2,,,,
68,1.82645E+14,1.82645E+14,474.732704,1.82645E+14,1.82645E+14,65.884642,daisy,0.46036506,,,540.617346,,120,2,,,,
69,1.82645E+14,1.82646E+14,473.009058,1.82646E+14,1.82646E+14,66.618183,daisy,0.6325031,,,539.627241,,121,1,,,,
69,1.82646E+14,1.82646E+14,474.035151,1.82646E+14,1.82646E+14,61.018027,daisy,0.6008354,,,535.053178,,122,2,,,,
70,1.82646E+14,1.82647E+14,471.87463,1.82647E+14,1.82647E+14,67.722246,daisy,0.41986358,,,539.596876,,123,2,,,,
71,1.82647E+14,1.82647E+14,463.584838,1.82647E+14,1.82648E+14,66.698131,daisy,0.6869648,,,530.282969,,124,2,,,,
71,1.82648E+14,1.82648E+14,474.213068,1.82648E+14,1.82648E+14,69.558601,daisy,0.47879374,,,543.771669,,125,1,,,,
72,1.82648E+14,1.82649E+14,464.31213,1.82649E+14,1.82649E+14,63.558496,daisy,0.4643629,,,527.870626,,126,2,,,,
72,1.82649E+14,1.82649E+14,467.769838,1.82649E+14,1.82649E+14,70.759642,daisy,0.47386327,,,538.52948,,127,2,,,,
73,1.82649E+14,1.8265E+14,462.615306,1.8265E+14,1.8265E+14,69.381465,daisy,0.5717551,,,531.996771,,128,2,,,,
