T,Attempt No,Time to Preprocess (millis),Time to Classify (millis),,,,
,2197,0,22,,,,22
,2220,0,23,,,,23
,2243,0,22,,,,22
,2266,1,22,,,,23
,2289,0,23,,,,23
,2312,0,23,,,,23
,2335,0,22,,,,22
,2358,0,23,,,,23
,2381,0,23,,,,23
,2404,1,23,,,,24
,2427,1,22,,,,23
,2450,0,22,,,,22
,2473,0,22,,,,22
,2496,0,23,,,,23
,2519,0,24,,,,24
,2542,0,23,,,,23
,2565,0,23,,,,23
,2587,0,23,,,,23
,2610,1,22,,,,23
,2633,0,23,,,,23
,2656,1,22,,,,23
,2678,0,23,,,,23
,2701,0,22,,,,22
,2724,0,23,,,,23
,2747,0,23,,,,23
,2769,0,24,,,,24
,2792,0,23,,,,23
,2815,0,22,,,,22
,2838,0,23,,,,23
,2861,0,23,,,,23
,2883,0,22,,,,22
,2906,0,22,,,,22
,2929,0,22,,,,22
,2952,0,23,,,,23
,2974,0,23,,,,23
,2997,0,23,,,,23
,3020,1,23,,,,24
,3043,1,23,,,,24
,3066,0,22,,,,22
,3089,0,23,,,,23
,3112,0,22,,,,22
,3134,0,23,,,,23
,3157,0,23,,,,23
,3180,0,23,,,,23
,3203,0,23,,,,23
,3225,0,23,,,,23
,3248,0,23,,,,23
,3271,0,23,,,,23
,3294,0,23,,,,23
,3317,1,22,,,,23
,3339,0,23,,,,23
,3362,0,23,,,,23
,3385,0,23,,,,23
,3408,0,23,,,,23
,3431,0,23,,,,23
,3454,0,23,,,,23
,3476,0,23,,,,23
,3499,0,23,,,,23
,3522,0,23,,,,23
,3545,0,23,,,,23
,3567,0,23,,,,23
,3590,0,23,,,,23
,3614,0,22,,,,22
,3637,0,23,,,,23
,3660,0,22,,,,22
,3682,1,23,,,,24
,3706,1,22,,,,23
,3729,0,23,,,,23
,3752,1,22,,,,23
,3775,0,23,,,,23
,3798,0,23,,,,23
,3821,0,22,,,,22
,3844,0,23,,,,23
,3867,0,22,,,,22
,3890,0,23,,,,23
,3913,0,22,,,,22
,3936,0,23,,,,23
,3959,0,23,,,,23
,3983,1,22,,,,23
,4006,1,22,,,,23
,4028,0,22,,,,22
,4052,0,22,,,,22
,4075,0,22,,,,22
,4098,0,23,,,,23
,4121,0,24,,,,24
,4144,0,23,,,,23
,4167,1,22,,,,23
,4190,0,22,,,,22
,4213,0,23,,,,23
,4236,0,23,,,,23
,4259,1,22,,,,23
,4282,0,22,,,,22
,4305,1,22,,,,23
,4328,0,23,,,,23
,4351,1,22,,,,23
,4374,0,23,,,,23
,4397,0,22,,,,22
,4420,0,23,,,,23
,4443,0,23,,,,23
,4467,0,23,,,,23
,4490,0,22,,,,22
,4513,0,23,,,,23
,4536,0,22,,,,22
,4559,0,22,,,,22
,4582,0,22,,,,22
,4605,0,23,,,,23
,4628,0,23,,,,23
,4651,0,22,,,,22
,4674,0,23,,,,23
,4697,0,23,,,,23
,4720,0,22,,,,22
,4743,0,22,,,,22
,4766,1,22,,,,23
,4789,0,22,,,,22
,4812,1,22,,,,23
,4835,0,23,,,,23
,4858,0,22,,,,22
,4881,1,22,,,,23
,4904,0,23,,,,23
,4927,0,23,,,,23
,4950,0,23,,,,23
,4973,1,22,,,,23
,4996,1,22,,,,23
,5020,0,23,,,,23
,5043,0,23,,,,23
,5066,0,22,,,,22
,5088,0,23,,,,23
,5111,1,23,,,,24
,5134,0,22,,,,22
,5157,0,22,,,,22
,5181,0,23,,,,23
,5204,0,22,,,,22
,5227,0,22,,,,22
,5250,0,22,,,,22
,5273,0,23,,,,23
,5296,1,22,,,,23
,5319,0,23,,,,23
,5342,0,22,,,,22
,5365,0,23,,,,23
,5388,0,22,,,,22
,5411,0,23,,,,23
,5434,0,23,,,,23
,5457,0,24,,,,24
,5480,0,22,,,,22
,5503,0,23,,,,23
,5526,0,24,,,,24
,5549,0,22,,,,22
,5572,0,22,,,,22
,5595,0,23,,,,23
,5618,0,22,,,,22
,5641,0,22,,,,22
,5664,0,23,,,,23
,5687,0,23,,,,23
,5710,0,23,,,,23
,5733,0,23,,,,23
,5756,0,23,,,,23
,5779,0,23,,,,23
,5802,0,23,,,,23
,5825,0,22,,,,22
,5848,0,24,,,,24
,5871,0,24,,,,24
,5894,0,23,,,,23
,5917,0,23,,,,23
,5940,0,22,,,,22
,5963,0,23,,,,23
,5986,0,22,,,,22
,6009,0,22,,,,22
,6032,0,22,,,,22
,6055,0,24,,,,24
,6078,0,23,,,,23
,6101,0,23,,,,23
,6124,0,22,,,,22
,6147,0,22,,,,22
,6170,0,23,,,,23
,6193,1,22,,,,23
,6216,0,23,,,,23
,6239,0,23,,,,23
,6262,0,23,,,,23
,6285,0,23,,,,23
,6308,1,23,,,,24
,6332,0,23,,,,23
,6355,1,22,,,,23
,6378,0,23,,,,23
,6401,0,22,,,,22
,6424,0,23,,,,23
,6447,0,22,,,,22
,6470,0,23,,,,23
,6493,0,25,,,,25
,6516,0,23,,,,23
,6539,0,23,,,,23
,6562,0,23,,,,23
,6585,0,23,,,,23
,6608,0,22,,,,22
,6631,1,22,,,,23
,6654,0,23,,,,23
,6677,0,23,,,,23
,6700,0,22,,,,22
,6723,0,22,,,,22
,6746,0,22,,,,22
,6769,0,23,,,,23
,6792,0,22,,,,22
,6809,0,23,,,,23
