T,Attempt No,Time to Preprocess (millis),Time to Classify (millis),,,,
,3794,0,23,,,,23
,3817,0,23,,,,23
,3840,0,23,,,,23
,3863,0,23,,,,23
,3886,0,23,,,,23
,3909,0,23,,,,23
,3932,0,23,,,,23
,3955,1,22,,,,23
,3978,0,22,,,,22
,4001,0,23,,,,23
,4024,0,22,,,,22
,4047,1,22,,,,23
,4070,0,24,,,,24
,4094,0,24,,,,24
,4117,1,22,,,,23
,4140,0,23,,,,23
,4163,0,23,,,,23
,4186,1,22,,,,23
,4209,0,23,,,,23
,4232,0,23,,,,23
,4255,0,24,,,,24
,4278,0,22,,,,22
,4300,0,23,,,,23
,4323,0,24,,,,24
,4346,0,23,,,,23
,4369,0,23,,,,23
,4392,0,23,,,,23
,4415,0,23,,,,23
,4438,0,23,,,,23
,4461,0,22,,,,22
,4484,0,22,,,,22
,4507,0,23,,,,23
,4530,0,23,,,,23
,4553,0,22,,,,22
,4576,0,22,,,,22
,4599,0,23,,,,23
,4622,0,22,,,,22
,4645,1,22,,,,23
,4668,0,23,,,,23
,4691,1,22,,,,23
,4714,0,22,,,,22
,4737,1,22,,,,23
,4760,0,23,,,,23
,4783,0,23,,,,23
,4806,0,23,,,,23
,4829,0,23,,,,23
,4852,0,23,,,,23
,4875,0,23,,,,23
,4898,0,22,,,,22
,4921,0,22,,,,22
,4944,0,22,,,,22
,4967,0,22,,,,22
,4990,0,23,,,,23
,5013,0,23,,,,23
,5036,0,23,,,,23
,5059,0,23,,,,23
,5082,0,23,,,,23
,5105,0,23,,,,23
,5128,0,23,,,,23
,5151,0,22,,,,22
,5174,0,23,,,,23
,5197,0,23,,,,23
,5221,0,23,,,,23
,5244,0,23,,,,23
,5267,0,22,,,,22
,5290,0,24,,,,24
,5312,0,23,,,,23
,5335,0,22,,,,22
,5358,1,22,,,,23
,5382,1,22,,,,23
,5404,0,22,,,,22
,5427,0,24,,,,24
,5450,0,23,,,,23
,5473,0,22,,,,22
,5496,0,23,,,,23
,5520,0,23,,,,23
,5543,0,22,,,,22
,5566,0,23,,,,23
,5589,0,22,,,,22
,5612,0,22,,,,22
,5635,0,22,,,,22
,5658,0,23,,,,23
,5681,0,22,,,,22
,5704,0,22,,,,22
,5727,0,24,,,,24
,5750,1,22,,,,23
,5773,0,22,,,,22
,5796,0,23,,,,23
,5819,0,22,,,,22
,5842,0,23,,,,23
,5865,0,23,,,,23
,5888,0,23,,,,23
,5911,0,22,,,,22
,5934,0,22,,,,22
,5958,0,22,,,,22
,5980,0,22,,,,22
,6003,0,22,,,,22
,6026,0,23,,,,23
,6049,0,22,,,,22
,6072,0,22,,,,22
,6095,0,23,,,,23
,6118,0,22,,,,22
,6141,0,23,,,,23
,6164,0,23,,,,23
,6187,0,23,,,,23
,6211,0,23,,,,23
,6234,0,23,,,,23
,6257,0,23,,,,23
,6280,0,22,,,,22
,6303,0,23,,,,23
,6326,0,23,,,,23
,6349,0,22,,,,22
,6372,0,23,,,,23
,6395,0,22,,,,22
,6418,0,23,,,,23
,6441,0,22,,,,22
,6464,0,22,,,,22
,6487,0,22,,,,22
,6510,0,23,,,,23
,6533,0,23,,,,23
,6556,0,23,,,,23
,6579,1,23,,,,24
,6602,0,22,,,,22
,6625,0,22,,,,22
,6648,0,23,,,,23
,6671,0,22,,,,22
,6694,0,23,,,,23
,6717,0,22,,,,22
,6741,1,22,,,,23
,6764,0,23,,,,23
,6787,0,23,,,,23
,6810,0,23,,,,23
,6823,0,22,,,,22
