Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
13,60, Mem: 3731608k total 3616276k used 115332k free 110088k buffers ,3731608,3616276,115332,110088,0.969093217, 800%cpu 184%user 0%nice 58%sys 542%idle 0%iow 10%irq 6%sirq 0%host ,800,184,0.23,58,0.0725
14,65, Mem: 3731608k total 3601776k used 129832k free 110088k buffers ,3731608,3601776,129832,110088,0.965207492, 800%cpu 171%user 3%nice 55%sys 565%idle 0%iow 6%irq 0%sirq 0%host ,800,171,0.21375,55,0.06875
15,70, Mem: 3731608k total 3613232k used 118376k free 110100k buffers ,3731608,3613232,118376,110100,0.968277483, 800%cpu 178%user 0%nice 66%sys 550%idle 0%iow 6%irq 0%sirq 0%host ,800,178,0.2225,66,0.0825
16,75, Mem: 3731608k total 3622724k used 108884k free 110108k buffers ,3731608,3622724,108884,110108,0.970821158, 800%cpu 169%user 0%nice 72%sys 544%idle 0%iow 13%irq 3%sirq 0%host ,800,169,0.21125,72,0.09
17,80, Mem: 3731608k total 3597040k used 134568k free 110128k buffers ,3731608,3597040,134568,110128,0.963938334, 800%cpu 190%user 0%nice 77%sys 519%idle 0%iow 10%irq 3%sirq 0%host ,800,190,0.2375,77,0.09625
18,85, Mem: 3731608k total 3608740k used 122868k free 110128k buffers ,3731608,3608740,122868,110128,0.967073712, 800%cpu 184%user 6%nice 81%sys 513%idle 0%iow 13%irq 3%sirq 0%host ,800,184,0.23,81,0.10125
19,90, Mem: 3731608k total 3621268k used 110340k free 110128k buffers ,3731608,3621268,110340,110128,0.970430978, 800%cpu 150%user 0%nice 66%sys 575%idle 0%iow 9%irq 0%sirq 0%host ,800,150,0.1875,66,0.0825
20,95, Mem: 3731608k total 3601736k used 129872k free 110132k buffers ,3731608,3601736,129872,110132,0.965196773, 800%cpu 172%user 3%nice 53%sys 566%idle 0%iow 6%irq 0%sirq 0%host ,800,172,0.215,53,0.06625
21,100, Mem: 3731608k total 3610536k used 121072k free 110132k buffers ,3731608,3610536,121072,110132,0.967555006, 800%cpu 153%user 3%nice 81%sys 550%idle 0%iow 9%irq 3%sirq 0%host ,800,153,0.19125,81,0.10125
22,105, Mem: 3731608k total 3620980k used 110628k free 110140k buffers ,3731608,3620980,110628,110140,0.970353799, 800%cpu 188%user 0%nice 66%sys 534%idle 0%iow 9%irq 3%sirq 0%host ,800,188,0.235,66,0.0825
23,110, Mem: 3731608k total 3629484k used 102124k free 110140k buffers ,3731608,3629484,102124,110140,0.97263271, 800%cpu 178%user 0%nice 72%sys 541%idle 0%iow 9%irq 0%sirq 0%host ,800,178,0.2225,72,0.09
24,115, Mem: 3731608k total 3603896k used 127712k free 110140k buffers ,3731608,3603896,127712,110140,0.965775612, 800%cpu 166%user 0%nice 50%sys 575%idle 0%iow 9%irq 0%sirq 0%host ,800,166,0.2075,50,0.0625
25,120, Mem: 3731608k total 3614092k used 117516k free 110140k buffers ,3731608,3614092,117516,110140,0.968507946, 800%cpu 171%user 0%nice 81%sys 535%idle 0%iow 10%irq 3%sirq 0%host ,800,171,0.21375,81,0.10125
26,125, Mem: 3731608k total 3623948k used 107660k free 110140k buffers ,3731608,3623948,107660,110140,0.971149167, 800%cpu 181%user 3%nice 63%sys 541%idle 0%iow 9%irq 3%sirq 0%host ,800,181,0.22625,63,0.07875
27,130, Mem: 3731608k total 3603516k used 128092k free 110152k buffers ,3731608,3603516,128092,110152,0.965673779, 800%cpu 191%user 3%nice 53%sys 541%idle 0%iow 9%irq 3%sirq 0%host ,800,191,0.23875,53,0.06625
28,135, Mem: 3731608k total 3611972k used 119636k free 110152k buffers ,3731608,3611972,119636,110152,0.967939826, 800%cpu 184%user 3%nice 53%sys 550%idle 0%iow 6%irq 3%sirq 0%host ,800,184,0.23,53,0.06625
29,140, Mem: 3731608k total 3614468k used 117140k free 110168k buffers ,3731608,3614468,117140,110168,0.968608707, 800%cpu 175%user 3%nice 66%sys 553%idle 0%iow 3%irq 0%sirq 0%host ,800,175,0.21875,66,0.0825
30,145, Mem: 3731608k total 3595104k used 136504k free 110184k buffers ,3731608,3595104,136504,110184,0.963419523, 800%cpu 166%user 0%nice 53%sys 572%idle 0%iow 6%irq 3%sirq 0%host ,800,166,0.2075,53,0.06625
31,150, Mem: 3731608k total 3601568k used 130040k free 110188k buffers ,3731608,3601568,130040,110188,0.965151752, 800%cpu 187%user 0%nice 65%sys 539%idle 0%iow 6%irq 3%sirq 0%host ,800,187,0.23375,65,0.08125
32,155, Mem: 3731608k total 3611692k used 119916k free 110188k buffers ,3731608,3611692,119916,110188,0.967864792, 800%cpu 184%user 0%nice 66%sys 538%idle 0%iow 9%irq 3%sirq 0%host ,800,184,0.23,66,0.0825
33,160, Mem: 3731608k total 3623628k used 107980k free 110212k buffers ,3731608,3623628,107980,110212,0.971063413, 800%cpu 181%user 6%nice 72%sys 531%idle 0%iow 6%irq 3%sirq 0%host ,800,181,0.22625,72,0.09
34,165, Mem: 3731608k total 3603748k used 127860k free 110216k buffers ,3731608,3603748,127860,110216,0.965735951, 800%cpu 184%user 0%nice 66%sys 538%idle 0%iow 9%irq 3%sirq 0%host ,800,184,0.23,66,0.0825
35,170, Mem: 3731608k total 3612460k used 119148k free 110216k buffers ,3731608,3612460,119148,110216,0.968070601, 800%cpu 172%user 0%nice 53%sys 569%idle 0%iow 6%irq 0%sirq 0%host ,800,172,0.215,53,0.06625
36,175, Mem: 3731608k total 3621836k used 109772k free 110216k buffers ,3731608,3621836,109772,110216,0.970583191, 800%cpu 188%user 3%nice 59%sys 541%idle 0%iow 6%irq 3%sirq 0%host ,800,188,0.235,59,0.07375
37,180, Mem: 3731608k total 3600192k used 131416k free 110228k buffers ,3731608,3600192,131416,110228,0.96478301, 800%cpu 178%user 0%nice 50%sys 563%idle 0%iow 6%irq 3%sirq 0%host ,800,178,0.2225,50,0.0625
38,185, Mem: 3731608k total 3606504k used 125104k free 110228k buffers ,3731608,3606504,125104,110228,0.966474506, 800%cpu 171%user 0%nice 68%sys 552%idle 0%iow 10%irq 0%sirq 0%host ,800,171,0.21375,68,0.085
39,190, Mem: 3731608k total 3615264k used 116344k free 110240k buffers ,3731608,3615264,116344,110240,0.96882202, 800%cpu 188%user 9%nice 69%sys 525%idle 0%iow 6%irq 3%sirq 0%host ,800,188,0.235,69,0.08625
40,195, Mem: 3731608k total 3592272k used 139336k free 110240k buffers ,3731608,3592272,139336,110240,0.962660601, 800%cpu 172%user 0%nice 69%sys 547%idle 0%iow 9%irq 3%sirq 0%host ,800,172,0.215,69,0.08625
41,200, Mem: 3731608k total 3601724k used 129884k free 110240k buffers ,3731608,3601724,129884,110240,0.965193557, 800%cpu 163%user 0%nice 69%sys 559%idle 0%iow 6%irq 3%sirq 0%host ,800,163,0.20375,69,0.08625
42,205, Mem: 3731608k total 3612088k used 119520k free 110240k buffers ,3731608,3612088,119520,110240,0.967970912, 800%cpu 174%user 0%nice 68%sys 542%idle 0%iow 13%irq 3%sirq 0%host ,800,174,0.2175,68,0.085
43,210, Mem: 3731608k total 3622644k used 108964k free 110240k buffers ,3731608,3622644,108964,110240,0.97079972, 800%cpu 159%user 3%nice 72%sys 553%idle 0%iow 9%irq 3%sirq 0%host ,800,159,0.19875,72,0.09
44,215, Mem: 3731608k total 3599896k used 131712k free 110240k buffers ,3731608,3599896,131712,110240,0.964703688, 800%cpu 172%user 3%nice 59%sys 556%idle 0%iow 6%irq 3%sirq 0%host ,800,172,0.215,59,0.07375
45,220, Mem: 3731608k total 3609572k used 122036k free 110244k buffers ,3731608,3609572,122036,110244,0.967296672, 800%cpu 188%user 6%nice 63%sys 534%idle 0%iow 6%irq 3%sirq 0%host ,800,188,0.235,63,0.07875
46,225, Mem: 3731608k total 3617616k used 113992k free 110252k buffers ,3731608,3617616,113992,110252,0.969452311, 800%cpu 166%user 0%nice 53%sys 575%idle 0%iow 6%irq 0%sirq 0%host ,800,166,0.2075,53,0.06625
47,230, Mem: 3731608k total 3595480k used 136128k free 110252k buffers ,3731608,3595480,136128,110252,0.963520284, 800%cpu 181%user 0%nice 63%sys 544%idle 0%iow 9%irq 3%sirq 0%host ,800,181,0.22625,63,0.07875
48,235, Mem: 3731608k total 3604280k used 127328k free 110252k buffers ,3731608,3604280,127328,110252,0.965878517, 800%cpu 188%user 0%nice 66%sys 534%idle 0%iow 9%irq 3%sirq 0%host ,800,188,0.235,66,0.0825
49,240, Mem: 3731608k total 3613512k used 118096k free 110264k buffers ,3731608,3613512,118096,110264,0.968352517, 800%cpu 175%user 16%nice 66%sys 528%idle 0%iow 16%irq 0%sirq 0%host ,800,175,0.21875,66,0.0825
50,245, Mem: 3731608k total 3596688k used 134920k free 110264k buffers ,3731608,3596688,134920,110264,0.963844005, 800%cpu 178%user 0%nice 56%sys 556%idle 0%iow 9%irq 0%sirq 0%host ,800,178,0.2225,56,0.07
51,250, Mem: 3731608k total 3600696k used 130912k free 110272k buffers ,3731608,3600696,130912,110272,0.964918073, 800%cpu 175%user 3%nice 75%sys 538%idle 0%iow 6%irq 3%sirq 0%host ,800,175,0.21875,75,0.09375
52,255, Mem: 3731608k total 3609996k used 121612k free 110276k buffers ,3731608,3609996,121612,110276,0.967410296, 800%cpu 200%user 3%nice 61%sys 526%idle 0%iow 6%irq 3%sirq 0%host ,800,200,0.25,61,0.07625
53,260, Mem: 3731608k total 3624904k used 106704k free 110276k buffers ,3731608,3624904,106704,110276,0.971405357, 800%cpu 175%user 3%nice 63%sys 547%idle 0%iow 9%irq 3%sirq 0%host ,800,175,0.21875,63,0.07875
54,265, Mem: 3731608k total 3599296k used 132312k free 110276k buffers ,3731608,3599296,132312,110276,0.964542899, 800%cpu 175%user 0%nice 69%sys 544%idle 0%iow 9%irq 3%sirq 0%host ,800,175,0.21875,69,0.08625
55,270, Mem: 3731608k total 3606160k used 125448k free 110276k buffers ,3731608,3606160,125448,110276,0.966382321, 800%cpu 181%user 0%nice 65%sys 552%idle 0%iow 3%irq 0%sirq 0%host ,800,181,0.22625,65,0.08125
56,275, Mem: 3731608k total 3617228k used 114380k free 110276k buffers ,3731608,3617228,114380,110276,0.969348335, 800%cpu 147%user 0%nice 63%sys 581%idle 0%iow 6%irq 3%sirq 0%host ,800,147,0.18375,63,0.07875
57,280, Mem: 3731608k total 3597524k used 134084k free 110276k buffers ,3731608,3597524,134084,110276,0.964068037, 800%cpu 168%user 6%nice 74%sys 542%idle 0%iow 10%irq 0%sirq 0%host ,800,168,0.21,74,0.0925
58,285, Mem: 3731608k total 3606888k used 124720k free 110284k buffers ,3731608,3606888,124720,110284,0.966577411, 800%cpu 194%user 0%nice 59%sys 534%idle 0%iow 9%irq 3%sirq 0%host ,800,194,0.2425,59,0.07375
59,290, Mem: 3731608k total 3615840k used 115768k free 110284k buffers ,3731608,3615840,115768,110284,0.968976377, 800%cpu 187%user 3%nice 71%sys 529%idle 0%iow 6%irq 3%sirq 0%host ,800,187,0.23375,71,0.08875
60,296, Mem: 3731608k total 3595028k used 136580k free 110284k buffers ,3731608,3595028,136580,110284,0.963399157, 800%cpu 194%user 3%nice 53%sys 541%idle 0%iow 6%irq 3%sirq 0%host ,800,194,0.2425,53,0.06625
