Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
16,76, Mem: 3731608k total 3587192k used 144416k free 109812k buffers ,3731608,3587192,144416,109812,0.961299258, 800%cpu 152%user 3%nice 61%sys 571%idle 0%iow 10%irq 3%sirq 0%host ,800,152,0.19,61,0.07625
17,81, Mem: 3731608k total 3594792k used 136816k free 109812k buffers ,3731608,3594792,136816,109812,0.963335913, 800%cpu 160%user 0%nice 73%sys 547%idle 0%iow 17%irq 3%sirq 0%host ,800,160,0.2,73,0.09125
18,86, Mem: 3731608k total 3603880k used 127728k free 109820k buffers ,3731608,3603880,127728,109820,0.965771324, 800%cpu 167%user 3%nice 73%sys 547%idle 0%iow 7%irq 3%sirq 0%host ,800,167,0.20875,73,0.09125
19,91, Mem: 3731608k total 3613116k used 118492k free 109820k buffers ,3731608,3613116,118492,109820,0.968246397, 800%cpu 161%user 6%nice 55%sys 565%idle 0%iow 10%irq 3%sirq 0%host ,800,161,0.20125,55,0.06875
20,96, Mem: 3731608k total 3591612k used 139996k free 109820k buffers ,3731608,3591612,139996,109820,0.962483734, 800%cpu 168%user 0%nice 65%sys 555%idle 0%iow 10%irq 3%sirq 0%host ,800,168,0.21,65,0.08125
21,101, Mem: 3731608k total 3601572k used 130036k free 109824k buffers ,3731608,3601572,130036,109824,0.965152824, 800%cpu 171%user 3%nice 65%sys 542%idle 0%iow 16%irq 3%sirq 0%host ,800,171,0.21375,65,0.08125
22,106, Mem: 3731608k total 3611736k used 119872k free 109824k buffers ,3731608,3611736,119872,109824,0.967876583, 800%cpu 161%user 0%nice 65%sys 558%idle 0%iow 13%irq 3%sirq 0%host ,800,161,0.20125,65,0.08125
23,111, Mem: 3731608k total 3590168k used 141440k free 109824k buffers ,3731608,3590168,141440,109824,0.962096769, 800%cpu 184%user 0%nice 48%sys 555%idle 0%iow 10%irq 3%sirq 0%host ,800,184,0.23,48,0.06
24,116, Mem: 3731608k total 3599228k used 132380k free 109832k buffers ,3731608,3599228,132380,109832,0.964524677, 800%cpu 153%user 10%nice 70%sys 553%idle 0%iow 10%irq 3%sirq 0%host ,800,153,0.19125,70,0.0875
25,121, Mem: 3731608k total 3609472k used 122136k free 109836k buffers ,3731608,3609472,122136,109836,0.967269874, 800%cpu 148%user 3%nice 55%sys 587%idle 0%iow 6%irq 0%sirq 0%host ,800,148,0.185,55,0.06875
26,126, Mem: 3731608k total 3588216k used 143392k free 109836k buffers ,3731608,3588216,143392,109836,0.96157367, 800%cpu 142%user 3%nice 65%sys 584%idle 0%iow 6%irq 0%sirq 0%host ,800,142,0.1775,65,0.08125
27,131, Mem: 3731608k total 3595880k used 135728k free 109872k buffers ,3731608,3595880,135728,109872,0.963627476, 800%cpu 158%user 3%nice 71%sys 555%idle 0%iow 10%irq 3%sirq 0%host ,800,158,0.1975,71,0.08875
28,136, Mem: 3731608k total 3605404k used 126204k free 109872k buffers ,3731608,3605404,126204,109872,0.966179727, 800%cpu 139%user 0%nice 84%sys 568%idle 0%iow 6%irq 3%sirq 0%host ,800,139,0.17375,84,0.105
29,141, Mem: 3731608k total 3616260k used 115348k free 109876k buffers ,3731608,3616260,115348,109876,0.969088929, 800%cpu 158%user 3%nice 71%sys 561%idle 0%iow 3%irq 3%sirq 0%host ,800,158,0.1975,71,0.08875
30,146, Mem: 3731608k total 3594568k used 137040k free 109892k buffers ,3731608,3594568,137040,109892,0.963275885, 800%cpu 139%user 3%nice 58%sys 590%idle 0%iow 6%irq 3%sirq 0%host ,800,139,0.17375,58,0.0725
31,151, Mem: 3731608k total 3601212k used 130396k free 109916k buffers ,3731608,3601212,130396,109916,0.965056351, 800%cpu 183%user 0%nice 50%sys 560%idle 0%iow 7%irq 0%sirq 0%host ,800,183,0.22875,50,0.0625
32,156, Mem: 3731608k total 3613264k used 118344k free 109948k buffers ,3731608,3613264,118344,109948,0.968286058, 800%cpu 152%user 0%nice 77%sys 565%idle 0%iow 6%irq 0%sirq 0%host ,800,152,0.19,77,0.09625
33,161, Mem: 3731608k total 3591080k used 140528k free 109964k buffers ,3731608,3591080,140528,109964,0.962341168, 800%cpu 155%user 6%nice 65%sys 558%idle 0%iow 13%irq 3%sirq 0%host ,800,155,0.19375,65,0.08125
34,167, Mem: 3731608k total 3601148k used 130460k free 109964k buffers ,3731608,3601148,130460,109964,0.9650392, 800%cpu 170%user 3%nice 73%sys 540%idle 0%iow 10%irq 3%sirq 0%host ,800,170,0.2125,73,0.09125
35,172, Mem: 3731608k total 3611920k used 119688k free 109964k buffers ,3731608,3611920,119688,109964,0.967925891, 800%cpu 148%user 3%nice 55%sys 584%idle 0%iow 10%irq 0%sirq 0%host ,800,148,0.185,55,0.06875
36,177, Mem: 3731608k total 3590648k used 140960k free 109968k buffers ,3731608,3590648,140960,109968,0.9622254, 800%cpu 147%user 0%nice 67%sys 577%idle 0%iow 7%irq 3%sirq 0%host ,800,147,0.18375,67,0.08375
37,182, Mem: 3731608k total 3600376k used 131232k free 109972k buffers ,3731608,3600376,131232,109972,0.964832319, 800%cpu 165%user 0%nice 61%sys 568%idle 0%iow 6%irq 0%sirq 0%host ,800,165,0.20625,61,0.07625
38,187, Mem: 3731608k total 3607916k used 123692k free 109972k buffers ,3731608,3607916,123692,109972,0.966852896, 800%cpu 177%user 13%nice 67%sys 530%idle 0%iow 10%irq 3%sirq 0%host ,800,177,0.22125,67,0.08375
39,192, Mem: 3731608k total 3589852k used 141756k free 109980k buffers ,3731608,3589852,141756,109980,0.962012087, 800%cpu 177%user 3%nice 70%sys 540%idle 0%iow 7%irq 3%sirq 0%host ,800,177,0.22125,70,0.0875
40,197, Mem: 3731608k total 3595664k used 135944k free 109980k buffers ,3731608,3595664,135944,109980,0.963569593, 800%cpu 173%user 0%nice 70%sys 547%idle 0%iow 7%irq 3%sirq 0%host ,800,173,0.21625,70,0.0875
41,202, Mem: 3731608k total 3607928k used 123680k free 109988k buffers ,3731608,3607928,123680,109988,0.966856111, 800%cpu 171%user 3%nice 68%sys 552%idle 0%iow 6%irq 0%sirq 0%host ,800,171,0.21375,68,0.085
42,207, Mem: 3731608k total 3618324k used 113284k free 110000k buffers ,3731608,3618324,113284,110000,0.969642042, 800%cpu 172%user 6%nice 63%sys 550%idle 0%iow 6%irq 3%sirq 0%host ,800,172,0.215,63,0.07875
43,212, Mem: 3731608k total 3595984k used 135624k free 110000k buffers ,3731608,3595984,135624,110000,0.963655346, 800%cpu 169%user 3%nice 69%sys 553%idle 0%iow 6%irq 0%sirq 0%host ,800,169,0.21125,69,0.08625
44,217, Mem: 3731608k total 3604604k used 127004k free 110000k buffers ,3731608,3604604,127004,110000,0.965965343, 800%cpu 159%user 0%nice 63%sys 569%idle 0%iow 6%irq 3%sirq 0%host ,800,159,0.19875,63,0.07875
45,222, Mem: 3731608k total 3613280k used 118328k free 110000k buffers ,3731608,3613280,118328,110000,0.968290346, 800%cpu 200%user 3%nice 56%sys 531%idle 0%iow 6%irq 3%sirq 0%host ,800,200,0.25,56,0.07
46,227, Mem: 3731608k total 3592592k used 139016k free 110000k buffers ,3731608,3592592,139016,110000,0.962746355, 800%cpu 156%user 0%nice 66%sys 569%idle 0%iow 9%irq 0%sirq 0%host ,800,156,0.195,66,0.0825
47,232, Mem: 3731608k total 3601260k used 130348k free 110000k buffers ,3731608,3601260,130348,110000,0.965069214, 800%cpu 178%user 3%nice 59%sys 553%idle 0%iow 6%irq 0%sirq 0%host ,800,178,0.2225,59,0.07375
48,237, Mem: 3731608k total 3613436k used 118172k free 110012k buffers ,3731608,3613436,118172,110012,0.968332151, 800%cpu 165%user 0%nice 77%sys 545%idle 0%iow 10%irq 3%sirq 0%host ,800,165,0.20625,77,0.09625
49,242, Mem: 3731608k total 3618540k used 113068k free 110012k buffers ,3731608,3618540,113068,110012,0.969699926, 800%cpu 178%user 3%nice 59%sys 547%idle 0%iow 9%irq 3%sirq 0%host ,800,178,0.2225,59,0.07375
50,247, Mem: 3731608k total 3602560k used 129048k free 110012k buffers ,3731608,3602560,129048,110012,0.965417589, 800%cpu 141%user 3%nice 66%sys 581%idle 0%iow 6%irq 3%sirq 0%host ,800,141,0.17625,66,0.0825
51,252, Mem: 3731608k total 3612356k used 119252k free 110016k buffers ,3731608,3612356,119252,110016,0.968042731, 800%cpu 169%user 0%nice 47%sys 575%idle 0%iow 6%irq 3%sirq 0%host ,800,169,0.21125,47,0.05875
52,257, Mem: 3731608k total 3622496k used 109112k free 110016k buffers ,3731608,3622496,109112,110016,0.970760058, 800%cpu 172%user 0%nice 72%sys 544%idle 0%iow 9%irq 3%sirq 0%host ,800,172,0.215,72,0.09
53,262, Mem: 3731608k total 3599332k used 132276k free 110016k buffers ,3731608,3599332,132276,110016,0.964552547, 800%cpu 181%user 0%nice 56%sys 550%idle 0%iow 13%irq 0%sirq 0%host ,800,181,0.22625,56,0.07
54,267, Mem: 3731608k total 3609576k used 122032k free 110024k buffers ,3731608,3609576,122032,110024,0.967297744, 800%cpu 167%user 3%nice 61%sys 564%idle 0%iow 6%irq 0%sirq 0%host ,800,167,0.20875,61,0.07625
55,272, Mem: 3731608k total 3619268k used 112340k free 110024k buffers ,3731608,3619268,112340,110024,0.969895016, 800%cpu 181%user 0%nice 65%sys 542%idle 0%iow 10%irq 3%sirq 0%host ,800,181,0.22625,65,0.08125
56,277, Mem: 3731608k total 3600640k used 130968k free 110024k buffers ,3731608,3600640,130968,110024,0.964903066, 800%cpu 200%user 3%nice 75%sys 513%idle 0%iow 9%irq 0%sirq 0%host ,800,200,0.25,75,0.09375
57,282, Mem: 3731608k total 3605436k used 126172k free 110024k buffers ,3731608,3605436,126172,110024,0.966188303, 800%cpu 169%user 6%nice 56%sys 556%idle 0%iow 9%irq 3%sirq 0%host ,800,169,0.21125,56,0.07
58,287, Mem: 3731608k total 3615016k used 116592k free 110024k buffers ,3731608,3615016,116592,110024,0.968755561, 800%cpu 181%user 3%nice 72%sys 531%idle 0%iow 9%irq 3%sirq 0%host ,800,181,0.22625,72,0.09
59,292, Mem: 3731608k total 3627624k used 103984k free 110024k buffers ,3731608,3627624,103984,110024,0.972134265, 800%cpu 216%user 3%nice 61%sys 506%idle 0%iow 13%irq 0%sirq 0%host ,800,216,0.27,61,0.07625
60,298, Mem: 3731608k total 3602420k used 129188k free 110044k buffers ,3731608,3602420,129188,110044,0.965380072, 800%cpu 197%user 0%nice 69%sys 525%idle 0%iow 6%irq 3%sirq 0%host ,800,197,0.24625,69,0.08625
