Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
38,185, Mem: 3731608k total 3576588k used 155020k free 110604k buffers ,3731608,3576588,155020,110604,0.958457587, 800%cpu 153%user 0%nice 50%sys 584%idle 0%iow 9%irq 3%sirq 0%host ,800,153,0.19125,50,0.0625
39,190, Mem: 3731608k total 3581024k used 150584k free 110604k buffers ,3731608,3581024,150584,110604,0.959646351, 800%cpu 156%user 3%nice 84%sys 544%idle 0%iow 9%irq 3%sirq 0%host ,800,156,0.195,84,0.105
40,195, Mem: 3731608k total 3560720k used 170888k free 110604k buffers ,3731608,3560720,170888,110604,0.954205265, 800%cpu 178%user 3%nice 69%sys 541%idle 0%iow 9%irq 0%sirq 0%host ,800,178,0.2225,69,0.08625
41,200, Mem: 3731608k total 3571016k used 160592k free 110604k buffers ,3731608,3571016,160592,110604,0.956964397, 800%cpu 166%user 0%nice 69%sys 559%idle 0%iow 6%irq 0%sirq 0%host ,800,166,0.2075,69,0.08625
42,205, Mem: 3731608k total 3579760k used 151848k free 110608k buffers ,3731608,3579760,151848,110608,0.959307623, 800%cpu 178%user 0%nice 69%sys 544%idle 3%iow 6%irq 0%sirq 0%host ,800,178,0.2225,69,0.08625
43,210, Mem: 3731608k total 3583948k used 147660k free 110620k buffers ,3731608,3583948,147660,110620,0.960429927, 800%cpu 178%user 0%nice 75%sys 534%idle 0%iow 9%irq 3%sirq 0%host ,800,178,0.2225,75,0.09375
44,215, Mem: 3731608k total 3564952k used 166656k free 110628k buffers ,3731608,3564952,166656,110628,0.95533936, 800%cpu 156%user 0%nice 63%sys 572%idle 0%iow 9%irq 0%sirq 0%host ,800,156,0.195,63,0.07875
45,220, Mem: 3731608k total 3574036k used 157572k free 110628k buffers ,3731608,3574036,157572,110628,0.9577737, 800%cpu 174%user 0%nice 65%sys 558%idle 0%iow 3%irq 0%sirq 0%host ,800,174,0.2175,65,0.08125
46,225, Mem: 3731608k total 3585928k used 145680k free 110628k buffers ,3731608,3585928,145680,110628,0.96096053, 800%cpu 197%user 0%nice 77%sys 513%idle 0%iow 10%irq 3%sirq 0%host ,800,197,0.24625,77,0.09625
47,230, Mem: 3731608k total 3565668k used 165940k free 110632k buffers ,3731608,3565668,165940,110632,0.955531235, 800%cpu 147%user 0%nice 56%sys 588%idle 0%iow 9%irq 0%sirq 0%host ,800,147,0.18375,56,0.07
48,235, Mem: 3731608k total 3575804k used 155804k free 110636k buffers ,3731608,3575804,155804,110636,0.95824749, 800%cpu 197%user 0%nice 61%sys 535%idle 0%iow 6%irq 0%sirq 0%host ,800,197,0.24625,61,0.07625
49,240, Mem: 3731608k total 3584664k used 146944k free 110636k buffers ,3731608,3584664,146944,110636,0.960621802, 800%cpu 172%user 0%nice 66%sys 556%idle 0%iow 6%irq 0%sirq 0%host ,800,172,0.215,66,0.0825
50,246, Mem: 3731608k total 3565248k used 166360k free 110676k buffers ,3731608,3565248,166360,110676,0.955418683, 800%cpu 188%user 0%nice 75%sys 525%idle 0%iow 9%irq 3%sirq 0%host ,800,188,0.235,75,0.09375
51,251, Mem: 3731608k total 3573220k used 158388k free 110680k buffers ,3731608,3573220,158388,110680,0.957555027, 800%cpu 156%user 0%nice 69%sys 569%idle 0%iow 6%irq 0%sirq 0%host ,800,156,0.195,69,0.08625
52,256, Mem: 3731608k total 3583572k used 148036k free 110680k buffers ,3731608,3583572,148036,110680,0.960329166, 800%cpu 142%user 3%nice 68%sys 574%idle 0%iow 10%irq 3%sirq 0%host ,800,142,0.1775,68,0.085
53,261, Mem: 3731608k total 3567468k used 164140k free 110680k buffers ,3731608,3567468,164140,110680,0.956013601, 800%cpu 166%user 3%nice 69%sys 553%idle 0%iow 6%irq 3%sirq 0%host ,800,166,0.2075,69,0.08625
54,266, Mem: 3731608k total 3573344k used 158264k free 110688k buffers ,3731608,3573344,158264,110688,0.957588257, 800%cpu 194%user 0%nice 58%sys 542%idle 0%iow 6%irq 0%sirq 0%host ,800,194,0.2425,58,0.0725
55,271, Mem: 3731608k total 3583340k used 148268k free 110696k buffers ,3731608,3583340,148268,110696,0.960266995, 800%cpu 169%user 3%nice 56%sys 563%idle 0%iow 6%irq 3%sirq 0%host ,800,169,0.21125,56,0.07
56,276, Mem: 3731608k total 3586288k used 145320k free 110696k buffers ,3731608,3586288,145320,110696,0.961057003, 800%cpu 203%user 0%nice 71%sys 513%idle 0%iow 10%irq 3%sirq 0%host ,800,203,0.25375,71,0.08875
57,281, Mem: 3731608k total 3566544k used 165064k free 110700k buffers ,3731608,3566544,165064,110700,0.955765986, 800%cpu 165%user 0%nice 74%sys 548%idle 0%iow 10%irq 3%sirq 0%host ,800,165,0.20625,74,0.0925
58,286, Mem: 3731608k total 3575972k used 155636k free 110700k buffers ,3731608,3575972,155636,110700,0.958292511, 800%cpu 194%user 0%nice 48%sys 548%idle 0%iow 10%irq 0%sirq 0%host ,800,194,0.2425,48,0.06
59,291, Mem: 3731608k total 3585664k used 145944k free 110708k buffers ,3731608,3585664,145944,110708,0.960889783, 800%cpu 190%user 6%nice 55%sys 539%idle 0%iow 6%irq 3%sirq 0%host ,800,190,0.2375,55,0.06875
60,296, Mem: 3731608k total 3566204k used 165404k free 110716k buffers ,3731608,3566204,165404,110716,0.955674873, 800%cpu 191%user 6%nice 72%sys 519%idle 0%iow 9%irq 3%sirq 0%host ,800,191,0.23875,72,0.09
