Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181101_013612,1224,dandelion,40,63
20181101_013613,1232,dandelion,28,58
20181101_013614,1239,dandelion,36,66
20181101_013615,1247,dandelion,40,65
20181101_013616,1254,dandelion,34,71
20181101_013617,1262,dandelion,26,59
20181101_013618,1269,dandelion,29,62
20181101_013619,1276,dandelion,33,57
20181101_013620,1284,dandelion,31,93
20181101_013621,1292,dandelion,34,62
20181101_013622,1299,dandelion,31,67
20181101_013623,1307,dandelion,27,65
20181101_013624,1314,dandelion,37,58
20181101_013625,1322,dandelion,23,64
20181101_013626,1329,dandelion,38,63
20181101_013627,1336,dandelion,35,66
20181101_013628,1344,dandelion,27,61
20181101_013629,1351,dandelion,22,67
20181101_013630,1359,dandelion,39,64
20181101_013631,1366,dandelion,28,58
20181101_013632,1374,dandelion,36,66
20181101_013633,1381,dandelion,30,68
20181101_013634,1389,dandelion,23,60
20181101_013635,1396,dandelion,41,67
20181101_013636,1404,dandelion,33,61
20181101_013637,1411,dandelion,34,65
20181101_013638,1419,dandelion,37,65
20181101_013639,1426,dandelion,21,60
20181101_013640,1434,dandelion,38,61
20181101_013641,1441,dandelion,25,62
20181101_013642,1448,dandelion,33,60
20181101_013643,1456,dandelion,29,60
20181101_013644,1463,dandelion,22,69
20181101_013645,1471,dandelion,23,56
20181101_013646,1478,dandelion,21,56
20181101_013647,1486,dandelion,39,65
20181101_013648,1493,dandelion,34,61
20181101_013649,1501,dandelion,24,69
20181101_013650,1508,dandelion,39,57
20181101_013651,1515,dandelion,22,57
20181101_013652,1523,dandelion,27,65
20181101_013653,1530,dandelion,34,61
20181101_013654,1538,dandelion,42,59
20181101_013655,1545,dandelion,39,62
20181101_013656,1553,dandelion,32,58
20181101_013657,1560,dandelion,35,63
20181101_013658,1568,dandelion,51,64
20181101_013659,1575,dandelion,23,64
20181101_013700,1583,dandelion,41,63
20181101_013701,1590,dandelion,31,65
20181101_013702,1598,dandelion,39,62
20181101_013703,1605,dandelion,29,62
20181101_013704,1613,dandelion,37,58
20181101_013705,1620,dandelion,27,60
20181101_013706,1628,dandelion,22,67
20181101_013707,1635,dandelion,34,65
20181101_013708,1643,dandelion,24,62
20181101_013709,1650,dandelion,31,84
20181101_013710,1658,dandelion,25,60
20181101_013711,1665,dandelion,39,61
20181101_013712,1673,dandelion,29,58
20181101_013713,1680,dandelion,41,60
20181101_013714,1688,dandelion,28,71
20181101_013715,1695,dandelion,31,57
20181101_013716,1703,dandelion,41,68
20181101_013717,1710,dandelion,22,57
20181101_013718,1718,dandelion,32,67
20181101_013719,1725,dandelion,29,59
20181101_013720,1732,dandelion,24,59
20181101_013721,1740,dandelion,49,62
20181101_013722,1747,dandelion,29,62
20181101_013723,1755,dandelion,38,66
20181101_013724,1762,dandelion,26,61
20181101_013725,1770,dandelion,37,64
20181101_013726,1778,dandelion,22,66
20181101_013727,1785,dandelion,28,58
20181101_013728,1793,dandelion,23,62
20181101_013729,1800,dandelion,22,70
20181101_013730,1807,dandelion,32,66
20181101_013731,1815,dandelion,22,65
20181101_013732,1822,dandelion,38,59
20181101_013733,1830,dandelion,36,59
20181101_013734,1837,dandelion,39,61
20181101_013735,1845,dandelion,35,65
20181101_013736,1852,dandelion,38,62
20181101_013737,1860,dandelion,31,85
20181101_013738,1867,dandelion,28,70
20181101_013739,1875,dandelion,24,74
20181101_013740,1882,dandelion,26,70
20181101_013741,1890,dandelion,35,74
20181101_013742,1897,dandelion,43,76
20181101_013743,1905,dandelion,32,78
20181101_013744,1912,dandelion,40,72
20181101_013745,1920,dandelion,24,73
20181101_013746,1927,dandelion,31,66
20181101_013747,1935,dandelion,26,72
20181101_013748,1942,dandelion,30,73
20181101_013749,1950,dandelion,26,67
20181101_013750,1957,dandelion,25,70
20181101_013751,1965,dandelion,27,72
20181101_013752,1972,dandelion,31,70
20181101_013753,1979,dandelion,29,80
20181101_013754,1987,dandelion,39,65
20181101_013755,1994,dandelion,26,66
20181101_013756,2002,dandelion,26,71
20181101_013757,2009,dandelion,26,79
20181101_013758,2017,dandelion,27,76
20181101_013759,2024,dandelion,46,71
20181101_013800,2032,dandelion,33,76
20181101_013801,2039,dandelion,26,72
20181101_013802,2047,dandelion,33,77
20181101_013803,2054,dandelion,36,74
20181101_013804,2062,dandelion,39,69
20181101_013805,2069,dandelion,37,75
20181101_013806,2077,dandelion,26,66
20181101_013807,2084,dandelion,37,69
20181101_013808,2092,dandelion,28,73
20181101_013809,2099,dandelion,24,75
20181101_013810,2107,dandelion,28,68
20181101_013811,2114,dandelion,29,76
20181101_013812,2122,dandelion,37,73
20181101_013813,2129,dandelion,26,72
20181101_013814,2137,dandelion,29,69
20181101_013815,2144,dandelion,32,67
20181101_013816,2151,dandelion,26,76
20181101_013817,2159,dandelion,28,77
20181101_013818,2166,dandelion,34,70
20181101_013819,2174,dandelion,26,74
20181101_013820,2181,dandelion,25,75
20181101_013821,2189,dandelion,29,66
20181101_013822,2196,dandelion,27,74
20181101_013823,2203,dandelion,29,67
20181101_013824,2211,dandelion,40,69
20181101_013825,2218,dandelion,33,74
20181101_013826,2225,dandelion,41,73
20181101_013827,2233,dandelion,26,70
20181101_013828,2239,dandelion,41,108
