Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
24,367902105932514,367902070804906,-35.127608,367902070809385,367902140725538,69.916153,up,0.6694548
24,367902225833463,367902171330437,-54.503026,367902171335958,367902239403569,68.067611,up,0.7879961
24,367902345214882,367902270517062,-74.69782,367902270530499,367902356155716,85.625217,up,0.84110105
24,367902425232910,367902386735042,-38.497868,367902386742750,367902462004477,75.261727,up,0.83719313
25,367902545129954,367902492840730,-52.289224,367902492846355,367902549871829,57.025474,up,0.862676
25,367902625531889,367902580625374,-44.906515,367902580648968,367902653118975,72.470007,up,0.86756283
25,367902705510074,367902683475228,-22.034846,367902683480228,367902734439400,50.959172,up,0.9675376
25,367902825060242,367902765042892,-60.01735,367902765053517,367902833149409,68.095892,up,0.8422394
25,367902905130771,367902863865454,-41.265317,367902863884881,367902915261970,51.377089,up,0.8374379
25,367902985079945,367902945841243,-39.238702,367902945846296,367903007763385,61.917089,up,0.85587084
25,367903105099124,367903038586982,-66.512142,367903038595211,367903120806261,82.21105,up,0.8564365
25,367903225763094,367903152491212,-73.271882,367903152497462,367903226007001,73.509539,up,0.8166668
25,367903305083311,367903257501639,-47.581672,367903257508202,367903312410863,54.902661,up,0.83824
25,367903385273423,367903343058210,-42.215213,367903343067012,367903411383582,68.31657,up,0.8377046
25,367903506311039,367903443532491,-62.778548,367903443543428,367903517580207,74.036779,up,0.6655624
26,367903586037974,367903549391616,-36.646358,367903549401252,367903621493238,72.091986,up,0.7423849
26,367903667760117,367903652305585,-15.454532,367903652310949,367903704353611,52.042662,up,0.810804
26,367903746804709,367903735868197,-10.936512,367903735872208,367903783231796,47.359588,up,0.5773181
26,367903866743314,367903814092788,-52.650526,367903814096747,367903884356597,70.25985,up,0.59889257
26,367903985754733,367903916643007,-69.111726,367903916664257,367904001766192,85.101935,up,0.46390164
26,367904065497084,367904032110518,-33.386566,367904032114998,367904077986669,45.871671,up,0.3727889
26,367904185590898,367904109405005,-76.185893,367904109422245,367904194055170,84.632925,stop,0.27440295
26,367904305984608,367904224593715,-81.390893,367904224598246,367904314661484,90.063238,stop,0.25814688
26,367904386901804,367904345727841,-41.173963,367904345736435,367904415778942,70.042507,up,0.3594066
26,367904506213743,367904446600299,-59.613444,367904446607122,367904519058744,72.451622,up,0.36708707
27,367904625820994,367904550947601,-74.873393,367904550974112,367904647266413,96.292301,up,0.28477997
27,367904745865954,367904678707770,-67.158184,367904678713031,367904749784236,71.071205,up,0.28909898
27,367904825455754,367904780457937,-44.997817,367904780466947,367904842712943,62.245996,up,0.32100165
27,367904945478578,367904875565811,-69.912767,367904875582686,367904963514986,87.9323,up,0.33392096
27,367905066416715,367904995256916,-71.159799,367904995264729,367905069299945,74.035216,up,0.28544492
27,367905146339223,367905101446719,-44.892504,367905101468489,367905176914955,75.446466,up,0.2527047
27,367905266077048,367905207749854,-58.327194,367905207760688,367905283359497,75.598809,up,0.27716675
27,367905385496382,367905315566740,-69.929642,367905315587938,367905391062373,75.474435,up,0.26918834
27,367905465606286,367905421851803,-43.754483,367905421860865,367905491875612,70.014747,up,0.28149772
28,367905545724523,367905522186969,-23.537554,367905522191500,367905579554266,57.362766,stop,0.24681377
28,367905667285525,367905610519321,-56.766204,367905610524790,367905674823026,64.298236,up,0.24459514
28,367905785266526,367905706813237,-78.453289,367905706832612,367905799570747,92.738135,up,0.19269837
28,367905905786122,367905831593093,-74.193029,367905831604864,367905910857633,79.252769,up,0.1970731
28,367905985992015,367905942956230,-43.035785,367905942972532,367906021999623,79.027091,stop,0.22343192
28,367906106028277,367906053348116,-52.680161,367906053368324,367906143667500,90.299176,stop,0.19657643
28,367906225545372,367906174377242,-51.16813,367906174381461,367906257913501,83.53204,up,0.20797831
28,367906345513822,367906289481941,-56.031881,367906289507827,367906382821794,93.313967,left,0.2207301
28,367906465642375,367906413902891,-51.739484,367906413910808,367906484710919,70.800111,up,0.16319409
29,367906586463846,367906515355557,-71.108289,367906515359672,367906600276764,84.917092,up,0.19132647
29,367906665715520,367906630995569,-34.719951,367906631001246,367906692783648,61.782402,stop,0.25347105
29,367906786048136,367906724074224,-61.973912,367906724088443,367906796006575,71.918132,up,0.25740987
29,367906866790540,367906826730016,-40.060524,367906826735901,367906898116168,71.380267,up,0.33105916
29,367906984992063,367906930227526,-54.764537,367906930237474,367906991465240,61.227766,up,0.36323756
29,367907065673321,367907022036962,-43.636359,367907022053733,367907082954468,60.900735,up,0.5147591
29,367907186623749,367907115020409,-71.60334,367907115036190,367907203483543,88.447353,up,0.39799854
29,367907266434591,367907234572869,-31.861722,367907234577192,367907300474229,65.897037,up,0.6028125
29,367907385529967,367907331391472,-54.138495,367907331398295,367907404740229,73.341934,up,0.64152294
29,367907506410864,367907436920024,-69.49084,367907436935649,367907518935241,81.999592,up,0.63592637
30,367907625275147,367907551861963,-73.413184,367907551869150,367907642067701,90.198551,up,0.5823762
