Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181113_073757,736,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@dacae5b,57,1
20181113_073758,757,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@6e14d4,54,1
20181113_073759,778,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@5f66e9,34,0
20181113_073800,798,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@41be515,59,0
20181113_073801,817,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@a0352e8,74,1
20181113_073802,838,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@45b0aad,40,2
20181113_073803,857,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@ace9560,38,0
20181113_073804,876,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@5bfdbaf,51,0
20181113_073805,896,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@155f5bb,42,0
20181113_073806,917,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@deb4eb4,56,0
20181113_073807,938,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@9148949,57,1
20181113_073808,958,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@12ba575,51,0
20181113_073809,978,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@b2eeb61,51,1
20181113_073810,998,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@a44270d,37,0
20181113_073811,1018,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@cdce479,77,0
20181113_073812,1038,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@7226fa5,48,1
20181113_073813,1058,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@b21d491,42,1
20181113_073814,1079,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@c7cd332,40,0
20181113_073815,1097,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@318b330,80,1
20181113_073816,1119,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@7dd21ea,40,0
20181113_073817,1141,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@aef1954,37,1
20181113_073818,1160,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@704033,39,0
20181113_073819,1178,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@4202ed9,40,1
20181113_073820,1198,com.archie.tf_speech_mod.RecognizeCommands$RecognitionResult@faec67,55,1
