,BT 1,BT 2,BT 3,BT 4,BT 5,AT 1,AT 2,AT 3,AT 4,AT 5
60,60.689537,56.234537,63.906725,60.956516,59.540579,,,,,
61,59.673547,55.103078,57.274537,59.236881,55.56287,,,,,
62,57.544537,60.632402,57.502141,59.153912,61.986308,,,,,
63,60.098964,65.422767,57.210318,61.730631,59.863548,,,,,
64,61.311569,55.660891,61.734017,63.237923,62.725319,,,,,
65,58.928964,54.411203,61.040735,61.14584,57.945579,,,,,
66,60.329537,85.742248,56.579329,63.194746,59.731048,,,,,
67,55.155735,59.964121,57.849277,60.116048,56.828391,,,,,
68,56.982297,54.437245,54.630995,63.698913,60.75235,,,,,
69,58.660162,60.67511,66.751569,56.581985,65.068132,,,,,
70,57.786152,61.929745,54.854485,64.543079,63.058913,,,,,
71,61.891413,55.197089,56.048495,60.671048,56.953703,,,,,
72,64.801308,64.912246,56.273391,66.495007,64.169173,,,,,
73,59.347714,54.41011,64.966673,60.354173,71.066153,,,,,
74,60.228808,55.004797,53.747817,65.856986,57.615474,,,,,
75,54.648964,64.802506,61.284016,58.54412,60.664486,,,,,
76,57.932454,61.913548,57.217298,61.887194,66.765215,,,,,
77,64.007142,54.264641,67.692715,58.13485,57.016568,,,,,
78,55.327089,78.922143,53.038651,61.832402,53.189901,,,,,
79,59.311255,63.857089,59.213965,57.475891,61.229173,,,,,
80,58.024954,60.095943,56.284016,63.772037,53.63563,,,,,
81,57.449172,58.582141,52.336411,59.036829,58.829277,,,,,
82,62.418287,60.047141,56.372974,58.336621,58.045422,,,,,
83,67.30834,61.660787,54.389433,59.769642,53.366412,,,,,
84,63.613548,61.865787,60.042454,60.367974,56.378391,,,,,
85,58.088131,59.286621,64.149277,59.56787,59.776048,,,,,
86,59.135058,53.386829,62.713652,55.389745,60.965163,,,,,
87,63.018756,61.720683,61.45735,59.085683,55.673807,,,,,
88,61.898131,60.114537,53.689797,60.023391,55.215995,,,,,
89,60.876152,60.451516,59.03709,58.876465,56.7911,,,,,
90,58.585058,59.630787,55.331204,62.777662,65.570423,,,,,
91,58.349172,62.621673,54.822714,59.942975,57.285839,,,,,
92,59.500683,56.499641,56.9036,61.518288,56.285318,,,,,
93,59.366516,62.376308,54.812297,62.793339,64.774641,,,,,
94,55.816933,60.362611,58.519849,59.003443,61.286829,,,,,
95,56.281516,61.420684,65.39084,58.678183,58.56912,,,,,
96,59.011776,62.79886,55.809589,65.581569,62.179798,,,,,
97,52.996829,55.138235,59.579694,61.711152,62.66834,,,,,
98,56.895682,57.582454,61.965475,62.053235,61.144589,,,,,
99,60.566673,59.935267,59.792818,60.581048,59.511517,,,,,
100,55.269693,61.387715,57.905527,61.597871,65.516517,,,,,
101,61.718548,60.260891,54.940995,56.202245,57.462454,,,,,
102,59.338965,56.192402,56.741724,62.534642,60.777766,,,,,
103,65.129642,57.528652,59.984172,54.181308,61.365944,,,,,
104,59.107663,59.253391,60.374329,61.960267,64.519798,,,,,
105,56.764953,59.566517,59.637715,55.594016,57.120162,,,,,
106,60.677558,58.396256,60.073964,62.155423,62.122507,,,,,
107,63.360319,59.981777,58.469589,60.254381,55.651307,,,,,
108,59.890578,64.17933,60.905631,60.555631,61.034798,,,,,
109,57.483287,58.120631,55.179588,65.643496,65.18183,,,,,
110,64.349277,56.488547,59.45959,55.096828,56.906152,,,,,
111,63.85912,58.868964,56.068808,55.45511,61.880839,,,,,
112,58.575891,61.065684,58.308339,54.922297,68.563497,,,,,
113,60.771204,62.733339,61.272298,61.559434,59.079433,,,,,
114,63.990579,88.72329,83.783186,56.221464,56.995943,,,,,
115,62.330475,60.330319,65.619433,64.75511,60.731569,,,,,
116,63.189225,54.418286,54.192089,57.139954,58.174172,,,,,
117,59.100266,54.042974,57.178599,58.02662,62.452037,,,,,
118,55.062141,54.371151,59.030162,57.287349,59.008548,,,,,
119,65.17834,58.441464,58.998912,61.231881,57.264016,,,,,
120,55.175371,54.807245,57.14985,59.123808,62.843183,,,,,
121,63.152507,64.529277,61.307038,54.675786,62.219433,,,,,
122,65.154277,55.203964,63.265579,62.531308,64.639017,,,,,
123,57.794694,57.949485,66.442403,61.480006,64.524434,,,,,
124,53.03714,59.779746,60.353288,59.445735,64.188913,,,,,
125,58.432558,58.779745,63.177975,56.917662,66.322924,,,,,
126,57.240319,59.07261,63.000007,59.044798,59.950475,,,,,
127,61.974433,61.207767,61.204173,65.027819,62.808756,,,,,
128,62.389225,59.50459,54.976985,52.959016,68.423549,,,,,
129,63.412454,56.826099,57.817089,54.925266,56.391256,,,,,
130,55.657037,63.295058,58.708704,56.411568,57.545214,,,,,
131,57.692453,55.891829,58.822401,59.967402,56.38235,,,,,
132,54.953807,57.122401,60.562923,55.446672,59.056881,,,,,
133,58.750892,57.89537,61.369485,57.047818,57.775318,,,,,
134,66.443704,63.38485,63.446153,65.107247,53.295787,,,,,
135,59.961621,53.919797,61.826413,59.539537,62.764589,,,,,
136,63.859798,59.475631,59.494954,57.65912,59.752245,,,,,
137,59.17735,58.336621,62.269694,57.605579,55.024015,,,,,
138,62.176881,59.328026,60.913808,57.842558,59.918964,,,,,
139,59.855839,60.498704,62.3361,62.540579,60.337193,,,,,
140,57.114224,57.371152,63.175839,58.69287,54.008808,,,,,
141,59.14162,55.856933,64.959329,63.455267,62.120162,,,,,
142,60.773495,55.600318,57.814954,69.992246,55.653703,,,,,
143,58.2686,53.865579,60.858756,71.031934,61.356985,,,,,
144,58.596152,65.433496,64.296413,58.109381,58.536569,,,,,
145,65.151986,59.2861,67.651778,58.670891,61.874381,,,,,
146,66.464954,62.02886,61.13287,60.734798,58.984016,,,,,
147,63.122454,57.053287,61.359277,54.477558,58.372714,,,,,
148,60.253704,52.509484,58.557818,85.396467,59.602246,,,,,
149,63.492142,59.523287,58.114537,60.648965,56.870266,,,,,
150,60.8961,55.095214,60.13287,62.024433,60.822819,,,,,
151,53.626724,56.938235,57.144328,60.88735,66.489642,,,,,
152,59.697454,61.444954,61.243496,57.508339,57.326568,,,,,
153,61.800683,69.11959,63.582871,67.963913,56.63412,,,,,
154,61.11136,56.897193,61.523288,62.418757,59.731517,,,,,
155,57.204485,62.331881,61.991933,58.365944,56.263652,,,,,
156,56.94287,56.847037,60.009537,60.379797,61.604173,,,,,
157,59.240214,62.332715,62.099798,63.163965,63.138756,,,,,
158,59.135527,66.385579,62.881412,55.535734,60.720474,,,,,
159,61.244537,57.855891,68.846986,57.738391,61.890371,,,,,
160,60.932349,64.856257,58.750944,58.924641,60.775995,,,,,
161,60.701256,52.795683,58.813495,58.340631,60.655058,,,,,
162,61.672663,59.99261,56.651933,65.998653,70.663392,,,,,
163,63.621205,59.771569,60.608079,65.366621,57.631725,,,,,
164,57.242662,61.257037,58.803652,55.370266,55.103547,,,,,
165,61.881986,55.812401,60.474538,57.742141,66.636934,,,,,
166,54.40912,58.89011,60.322974,59.46761,65.643913,,,,,
167,56.955995,55.712818,56.912454,61.506464,62.785735,,,,,
168,57.105787,56.444745,54.924068,57.941152,60.052871,,,,,
169,55.025214,60.389225,62.298756,55.233912,64.102038,,,,,
170,58.329485,59.0661,65.036413,63.16058,61.136516,,,,,
171,84.283446,57.646464,61.934798,57.163235,61.003184,,,,,
172,56.124433,59.205579,61.208547,59.85412,58.267922,,,,,
173,67.742976,62.74511,56.13162,55.833078,62.016308,,,,,
174,57.276412,60.140319,58.778027,62.41084,67.191465,,,,,
175,54.22813,57.004537,63.752402,55.056047,61.519381,,,,,
176,60.258496,60.477558,81.419383,52.635005,61.335214,,,,,
177,57.436777,57.408808,58.544798,58.086412,62.043861,,,,,
178,59.247923,62.814485,52.700109,65.304694,63.144173,,,,,
179,60.144381,54.569641,53.440578,61.819954,65.220476,,,,,
180,59.992141,56.906672,57.992453,55.228755,65.415579,,,,,
181,65.736309,59.58485,56.642766,55.66813,58.75985,,,,,
182,62.969538,67.538809,51.811047,56.954016,57.758495,,,,,
183,62.206516,56.297818,58.19287,54.535474,60.86386,,,,,
184,57.255162,57.518183,56.545734,59.430631,63.080579,,,,,
185,60.241152,67.913653,57.923339,54.585057,61.855787,,,,,
186,63.037037,57.560161,55.000995,59.940839,60.875995,,,,,
187,61.639798,62.231621,55.405318,61.36209,62.388705,,,,,
188,61.852663,58.10985,56.978964,63.549225,60.532298,,,,,
189,59.182714,57.404589,54.472141,60.903809,63.332923,,,,,
190,59.600735,63.679173,63.045319,57.520371,58.234954,,,,,
191,61.731933,56.970578,58.342194,62.506725,61.380787,,,,,
192,60.378912,55.26938,54.223338,60.693964,57.712193,,,,,
193,64.817194,56.674901,58.940579,60.380214,56.084797,,,,,
194,59.452974,65.353236,69.395527,64.931673,58.914694,,,,,
195,62.149433,55.404277,55.798964,62.912871,59.783496,,,,,
196,57.107349,55.368391,61.011881,59.315787,58.31485,,,,,
197,64.468548,68.295475,52.928026,56.138234,60.453444,,,,,
198,55.225058,61.970683,54.816515,80.071987,61.209797,,,,,
199,62.288079,58.570944,60.146047,63.039225,57.338965,,,,,
200,58.072193,67.094954,57.592558,56.6511,55.126151,,,,,
201,57.468495,63.276881,52.914693,54.542349,58.657297,,,,,
202,64.473236,61.378965,59.737454,59.309693,61.033652,,,,,
203,57.501308,65.842351,54.485005,57.985735,63.892715,,,,,
204,63.568288,55.969693,63.196777,61.386985,61.937141,,,,,
205,56.769016,56.909068,52.007714,60.302663,62.442923,,,,,
206,60.51709,60.755736,53.440109,53.162609,62.545683,,,,,
207,55.630787,52.137297,55.95438,57.829641,65.726309,,,,,
208,81.661675,67.573652,53.733704,61.320162,55.749589,,,,,
209,53.923026,60.316986,54.712974,58.292037,59.693965,,,,,
210,60.623808,60.044485,56.445526,50.945318,60.644798,,,,,
211,55.688339,55.925318,59.477298,55.000058,55.18714,,,,,
212,55.962193,60.150788,63.258027,56.494901,58.100267,,,,,
213,57.32563,69.376673,58.293079,57.576256,62.676985,,,,,
214,58.51011,54.48438,60.125006,61.536464,61.296464,,,,,
215,60.415579,55.969537,54.593912,55.407557,58.798131,,,,,
216,61.971934,67.44334,63.156985,58.104902,63.352818,,,,,
217,58.458443,67.935215,54.368027,57.269225,58.894642,,,,,
218,57.072506,59.738443,58.950006,61.712245,60.697142,,,,,
219,60.856829,67.337195,55.900318,54.483026,55.500371,,,,,
220,58.062402,57.762819,55.875161,79.6323,58.833287,,,,,
221,61.06584,56.709276,57.681829,61.86537,62.78433,,,,,
222,62.835423,56.677766,56.677506,58.20761,62.598913,,,,,
223,55.489068,63.319277,57.589329,56.499329,66.696933,,,,,
224,56.167194,65.562402,58.401204,58.841569,69.677715,,,,,
225,55.528859,60.302975,62.429902,65.372299,58.520631,,,,,
226,59.063131,57.21636,60.480683,57.137245,62.876829,,,,,
227,62.8461,63.267454,58.716308,64.745059,60.208704,,,,,
228,60.048808,56.853495,63.326205,63.467871,57.431568,,,,,
229,58.439172,56.280058,56.793547,59.363704,59.699693,,,,,
230,53.163391,60.685788,57.113808,56.528183,56.672037,,,,,
231,53.818963,58.585423,54.430995,60.748339,58.670683,,,,,
232,55.775423,63.332455,56.89511,63.580579,53.017975,,,,,
233,60.199745,61.346516,55.156047,66.900319,60.290162,,,,,
234,57.623391,63.690579,62.486309,70.782819,65.994642,,,,,
235,64.374434,62.215527,56.109069,63.964329,59.975579,,,,,
236,57.472715,58.79985,59.759746,66.268444,53.158963,,,,,
237,53.19912,66.369902,53.225057,60.175371,53.407297,,,,,
238,58.085214,60.95261,52.568078,58.528495,77.983653,,,,,
239,56.636568,62.752037,65.509694,61.372871,54.449953,,,,,
240,56.967558,60.991308,58.499694,67.846674,53.485214,,,,,
241,57.973652,61.212923,56.365839,66.851048,60.050735,,,,,
242,59.282089,54.712297,54.419797,60.06235,55.334589,,,,,
243,56.741829,57.106985,61.233861,67.34334,57.63011,,,,,
244,58.938287,67.311777,61.061256,68.679486,57.621568,,,,,
245,60.212089,62.294485,60.470892,63.803601,89.605322,,,,,
246,59.031881,60.190006,65.850163,73.32407,64.316829,,,,,
247,58.547714,63.43084,62.267298,69.668496,60.027402,,,,,
248,57.451516,62.447038,57.930423,64.463235,63.226881,,,,,
249,58.687974,60.552766,54.947558,64.8261,57.630214,,,,,
250,60.752922,64.965683,60.232141,61.644381,56.006672,,,,,
251,66.022298,59.303965,59.594537,68.718704,66.740945,,,,,
252,59.940266,65.057246,60.975631,57.677298,57.435578,,,,,
253,58.702037,58.413755,53.034276,71.7811,57.784954,,,,,
254,56.220839,59.897558,61.00011,70.422143,59.264121,,,,,
255,57.94485,68.499903,56.768652,65.776621,63.834017,,,,,
256,56.806308,61.782819,63.079746,67.732715,62.076725,,,,,
257,54.522818,67.886101,57.180735,72.126882,61.627038,,,,,
258,59.898496,64.893287,63.276569,58.28412,62.516881,,,,,
259,62.366517,57.776412,60.760683,63.115996,63.262246,,,,,
260,59.120526,59.829225,61.655266,67.795736,61.310683,,,,,
261,64.001048,70.381257,60.074537,60.507454,55.902714,,,,,
262,59.306099,63.62308,53.940422,62.023391,64.586829,,,,,
263,56.997974,64.815476,53.692297,61.830423,57.102245,,,,,
264,58.331725,61.968912,58.745474,59.912194,55.849641,,,,,
265,59.543444,58.334745,59.243235,63.950528,67.379173,,,,,
266,60.55537,64.916986,64.188027,64.116778,67.027142,,,,,
267,60.615996,63.07235,54.088391,60.656256,57.56636,,,,,
268,55.214329,58.212194,54.723599,55.733808,57.592193,,,,,
269,55.646048,68.266726,61.7086,59.647975,55.872974,,,,,
270,58.8586,61.217402,54.816464,64.262662,57.473444,,,,,
271,58.531048,59.338912,64.27761,61.813548,63.172193,,,,,
272,56.154173,61.700788,61.213131,74.717038,65.728235,,,,,
273,62.284329,58.243026,58.040214,62.5786,61.752923,,,,,
274,54.308755,61.914694,56.120213,57.014485,54.086672,,,,,
275,54.864432,55.180787,60.938808,55.331881,63.820423,,,,,
276,58.606672,62.998444,62.916673,64.075684,61.488079,,,,,
277,58.862714,57.742715,56.736464,61.273444,58.44459,,,,,
278,53.8561,66.876257,59.795422,64.412403,54.133443,,,,,
279,57.330371,59.516152,53.56037,57.039016,56.332662,,,,,
280,57.567194,64.030892,53.893026,58.464954,58.541412,,,,,
281,64.353132,64.092871,61.635944,68.65709,61.853443,,,,,
282,65.934069,61.762923,56.792714,59.262193,57.086828,,,,,
283,60.185996,61.670162,56.933652,60.95261,58.591881,,,,,
284,58.082246,61.643808,54.43438,59.390683,53.935943,,,,,
285,57.459276,60.607037,59.976099,63.922611,62.966465,,,,,
286,57.072141,61.880267,57.166464,66.199226,55.478652,,,,,
287,63.705632,58.807506,62.622402,60.250267,57.298808,,,,,
288,64.184642,61.795891,62.04235,70.809122,66.139069,,,,,
289,60.275891,62.45636,59.989901,65.919694,52.984693,,,,,
290,55.920422,61.930735,59.957402,66.118705,54.777818,,,,,
291,63.742767,57.075683,61.135579,62.624589,57.065006,,,,,
292,60.286881,57.132558,59.874225,62.164798,57.057558,,,,,
293,56.743131,57.386203,61.60162,62.829798,58.067662,,,,,
294,59.134433,62.6336,63.119329,60.024277,55.291672,,,,,
295,55.335683,60.341568,57.802818,58.988339,54.738391,,,,,
296,63.679955,63.436621,56.94037,57.702193,56.927662,,,,,
297,59.072193,60.186933,53.570787,60.093183,55.455891,,,,,
298,63.738236,58.088443,58.500058,60.338079,62.215059,,,,,
299,59.636621,63.640058,62.327662,62.260422,60.827402,,,,,
300,55.935839,62.353756,59.477298,60.274016,62.362402,,,,,
301,56.04136,62.39834,61.352402,63.266204,67.003965,,,,,
302,58.410214,63.115267,70.793653,64.387871,60.652194,,,,,
303,54.109797,61.468912,57.175943,65.74834,56.149485,,,,,
304,56.20761,59.797194,54.109328,66.251725,55.933651,,,,,
305,56.676047,60.495631,65.196673,67.655007,62.137819,,,,,
306,58.048808,58.987871,59.72162,66.438808,54.465838,,,,,
307,57.300475,60.567766,61.950684,66.83157,62.061413,,,,,
308,62.863809,66.491778,61.294485,58.85235,57.191673,,,,,
309,55.622662,64.729381,59.688183,65.121517,55.878391,,,,,
310,51.987505,62.781725,57.648859,64.039121,55.993651,,,,,
311,57.616152,59.665839,56.707349,64.892819,63.497194,,,,,
312,59.817611,56.353391,58.252557,65.461361,56.90813,,,,,
313,60.922767,62.319486,58.148651,60.609538,55.063079,,,,,
314,60.970423,56.581673,59.889172,66.124642,61.254381,,,,,
315,56.786203,60.296569,58.808495,64.030267,57.195735,,,,,
316,55.839381,61.231204,59.153131,61.023131,61.127975,,,,,
317,59.303704,64.34985,59.396672,64.815632,56.785787,,,,,
318,60.159381,63.024537,56.917141,60.953079,56.141048,,,,,
319,56.996933,71.37558,61.219225,65.578027,64.336725,,,,,
320,54.824485,56.320318,59.41386,64.657559,53.269224,,,,,
321,62.307089,63.563079,60.071725,64.998339,57.332401,,,,,
322,58.173079,63.315631,61.19011,63.324642,55.993235,,,,,
323,60.775527,57.460891,58.474485,66.410736,56.968131,,,,,
324,57.156568,62.392506,55.316099,68.424747,65.409486,,,,,
325,63.17334,58.369849,56.481464,62.942037,56.080162,,,,,
326,63.508443,70.488705,58.798287,62.641673,56.701829,,,,,
327,60.528184,68.090111,57.676204,69.010007,58.131256,,,,,
328,61.153183,65.107194,56.413912,64.471881,63.77808,,,,,
329,56.753755,65.246204,57.240318,65.700423,61.833652,,,,,
330,55.341099,64.524173,60.890527,66.652819,62.405319,,,,,
331,60.987819,65.360163,59.837818,56.975058,59.062402,,,,,
332,53.610161,56.601255,53.67412,66.250996,57.977506,,,,,
333,53.867609,69.744174,57.855787,63.826412,55.567193,,,,,
334,62.480527,61.955579,53.426984,57.355318,55.063807,,,,,
335,61.978704,59.025683,56.348027,56.878964,58.529225,,,,,
336,57.898235,59.316152,61.856933,63.689329,57.967819,,,,,
337,54.129745,63.458184,58.095735,58.594172,58.411517,,,,,
338,54.597141,62.967454,57.435891,68.875111,60.365006,,,,,
339,60.649329,63.892767,55.068963,65.50386,57.737767,,,,,
340,58.901048,58.525474,57.458808,63.337402,59.680319,,,,,
341,62.227506,65.910736,51.749276,62.887975,62.293444,,,,,
342,52.26912,56.576881,69.978914,72.357611,61.456777,,,,,
343,53.848599,59.234954,53.03938,65.666985,64.507246,,,,,
344,56.58688,63.266777,65.118235,61.472402,57.623912,,,,,
345,58.70886,64.756465,60.381308,66.799642,56.655631,,,,,
346,57.105787,63.916934,55.780995,75.466362,60.109381,,,,,
347,55.697922,59.689485,53.785266,67.776361,59.778391,,,,,
348,60.488183,60.41011,61.613235,61.920163,55.696255,,,,,
349,53.393495,60.491881,56.902089,71.011622,53.953235,,,,,
350,59.263964,69.067872,67.149486,65.230684,59.120683,,,,,
351,58.793287,66.092975,63.376152,66.287194,59.30485,,,,,
352,63.28386,63.191621,61.166152,68.776361,64.060892,,,,,
353,63.247038,61.061777,66.450423,74.17334,63.633444,,,,,
354,60.903339,62.393913,60.616412,70.691518,53.254277,,,,,
355,59.482506,62.689641,59.515631,57.60438,60.267506,,,,,
356,62.258183,65.101048,62.415475,59.29709,63.635527,,,,,
357,57.226255,61.56709,62.024173,69.076726,57.051308,,,,,
358,53.35011,59.168183,58.978599,73.605477,55.562818,,,,,
359,57.074276,63.27183,56.753183,67.608132,57.722401,,,,,
360,65.996674,60.661882,62.725527,68.0236,58.993496,,,,,
361,58.352037,58.197975,54.908235,59.700162,66.040423,,,,,
362,58.533078,62.224277,57.885006,64.84459,58.92985,,,,,
363,64.253965,61.733548,68.061621,67.092403,59.528912,,,,,
364,57.669589,60.09386,66.047559,61.640058,59.18037,,,,,
365,57.373131,60.622089,67.740632,56.968704,60.540266,,,,,
366,64.038392,60.582141,69.767663,64.58636,59.764954,,,,,
367,59.699641,59.432767,55.532141,62.327559,59.969433,,,,,
368,55.851725,57.484277,64.090892,58.331256,56.572714,,,,,
369,58.23912,56.461568,55.724485,64.54261,54.461672,,,,,
370,59.921203,59.936777,66.63209,67.849851,58.85912,,,,,
371,61.241673,60.773756,62.580683,69.388809,62.15636,,,,,
372,60.590215,63.109016,58.337037,65.386673,58.949798,,,,,
373,58.216464,80.859435,61.971517,59.946672,67.477611,,,,,
374,59.772975,93.239488,57.221516,60.119068,60.344225,,,,,
375,58.612454,68.168496,60.981412,62.006204,57.62886,,,,,
376,60.654277,64.330215,58.378339,63.488496,62.024537,,,,,
377,60.551047,61.980683,54.942506,66.253965,59.731881,,,,,
378,56.227453,66.350631,56.850787,71.522247,60.263912,,,,,
379,53.427193,67.23834,60.244537,69.409434,64.84084,,,,,
380,57.031985,65.0236,55.868704,68.038705,58.016568,,,,,
381,57.413443,58.359589,59.067558,63.311256,55.776359,,,,,
382,57.903652,69.59907,57.747505,61.771204,58.930423,,,,,
383,62.2061,62.0636,66.379434,65.975475,69.457247,,,,,
384,58.81261,58.992871,60.585371,59.744486,65.938496,,,,,
385,58.404849,57.815058,59.529328,66.809017,55.956464,,,,,
386,55.177089,61.090267,63.985788,57.244745,57.646725,,,,,
387,66.222298,58.579849,51.855943,71.076361,60.407767,,,,,
388,63.531829,68.061986,58.696568,63.924798,56.398026,,,,,
389,54.701829,68.380215,67.623028,62.052923,63.855579,,,,,
390,62.03386,58.733391,69.214486,61.197975,56.203444,,,,,
391,58.477714,62.824121,55.464172,62.926829,58.513288,,,,,
392,56.678912,58.334537,59.287819,70.579382,62.66959,,,,,
393,54.649068,64.310892,57.421672,70.337715,61.559954,,,,,
394,54.191464,57.669954,62.188704,68.488757,58.598756,,,,,
395,61.142871,63.0961,54.644381,62.391569,67.377663,,,,,
396,55.767818,65.286986,65.262037,60.122975,61.831152,,,,,
397,56.768808,61.948131,61.006985,56.380422,55.932454,,,,,
398,61.655266,64.594642,62.199382,57.97636,60.627246,,,,,
399,51.25537,59.690006,58.973027,59.38563,61.411413,,,,,
400,59.096933,59.970527,57.412922,60.624121,59.76037,,,,,
401,57.863339,59.732402,59.704902,63.914902,59.216464,,,,,
402,57.570839,56.968964,54.45985,60.63162,60.816933,,,,,
403,62.419173,59.11386,64.165684,58.228652,58.198027,,,,,
404,60.909016,61.9436,63.222662,56.501256,59.626881,,,,,
405,57.512714,57.280058,59.001828,62.030162,63.516933,,,,,
406,56.935891,60.687662,62.327975,63.571465,54.906568,,,,,
407,57.642558,61.082767,60.91485,64.214902,60.832193,,,,,
408,58.801777,57.49787,63.475215,59.729433,59.74136,,,,,
409,55.451307,58.616672,56.615058,62.866673,59.04511,,,,,
410,58.317818,56.78313,56.210578,58.751308,63.826881,,,,,
411,56.958183,66.291412,59.645162,57.866829,58.313235,,,,,
412,57.327193,60.386725,69.581309,62.609745,61.232975,,,,,
413,55.20735,60.275683,57.801099,58.25209,63.001257,,,,,
414,61.485839,63.448027,53.618235,64.600215,65.864486,,,,,
415,59.850891,61.140735,54.496464,61.838339,60.010058,,,,,
416,63.091725,62.049902,58.05985,66.656829,65.818132,,,,,
417,56.672401,59.120892,55.543339,73.148497,57.818548,,,,,
418,56.706204,60.345736,55.622662,62.690683,69.471778,,,,,
419,62.912455,63.774382,61.971986,59.678392,63.856308,,,,,
420,57.643235,65.553965,62.326204,65.324174,61.573965,,,,,
421,62.097558,57.95537,56.853756,65.891204,58.018287,,,,,
422,59.027298,61.344954,61.864173,63.170006,54.524589,,,,,
423,59.464589,60.383131,57.729225,62.552871,56.545422,,,,,
424,59.662922,57.831256,55.962349,61.708652,55.920683,,,,,
425,55.049121,58.941933,54.152454,62.689329,56.162037,,,,,
426,62.431881,56.91188,60.708496,58.925578,67.204954,,,,,
427,63.179329,60.557402,57.619173,75.432196,58.695839,,,,,
428,56.008599,60.75334,54.273547,70.879486,62.540788,,,,,
429,64.154225,57.82261,60.43735,71.532038,51.712297,,,,,
430,61.518652,59.113288,61.721985,58.167454,59.538756,,,,,
431,63.359486,59.698287,59.124642,71.889382,60.040162,,,,,
432,53.887817,62.093964,55.299901,60.922297,56.884902,,,,,
