Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181109_085354,335,prayer rug,19,148
20181109_085355,340,prayer rug,17,147
20181109_085356,345,prayer rug,19,150
20181109_085357,350,prayer rug,20,146
20181109_085358,355,prayer rug,15,144
20181109_085359,360,prayer rug,33,146
20181109_085400,365,prayer rug,24,155
20181109_085401,370,prayer rug,17,146
20181109_085402,375,prayer rug,16,155
20181109_085403,380,prayer rug,27,154
20181109_085404,386,prayer rug,14,165
20181109_085405,391,prayer rug,18,153
20181109_085406,396,prayer rug,32,148
20181109_085407,401,prayer rug,17,151
20181109_085408,406,prayer rug,15,152
20181109_085409,411,prayer rug,14,159
20181109_085410,417,prayer rug,17,142
20181109_085411,422,prayer rug,17,156
20181109_085412,427,prayer rug,33,175
20181109_085413,432,prayer rug,17,160
20181109_085414,437,prayer rug,23,156
20181109_085415,442,prayer rug,15,164
20181109_085416,447,prayer rug,19,164
20181109_085417,452,prayer rug,16,168
20181109_085418,457,prayer rug,17,153
20181109_085419,462,prayer rug,17,158
20181109_085420,467,prayer rug,19,157
20181109_085421,472,prayer rug,14,149
20181109_085422,478,prayer rug,15,161
20181109_085423,483,prayer rug,28,161
20181109_085424,488,prayer rug,32,146
20181109_085425,493,prayer rug,17,150
20181109_085426,499,prayer rug,30,173
20181109_085427,504,prayer rug,15,168
20181109_085428,509,prayer rug,17,151
20181109_085429,514,prayer rug,34,146
20181109_085430,519,prayer rug,34,165
20181109_085431,524,prayer rug,15,149
20181109_085432,529,prayer rug,19,152
20181109_085433,534,prayer rug,19,149
20181109_085434,539,prayer rug,18,165
20181109_085435,544,prayer rug,14,157
20181109_085436,550,prayer rug,14,149
20181109_085437,555,prayer rug,14,150
20181109_085438,560,prayer rug,27,163
20181109_085439,565,prayer rug,16,149
20181109_085440,570,prayer rug,34,150
20181109_085441,575,prayer rug,29,168
20181109_085442,581,prayer rug,16,150
20181109_085443,586,prayer rug,18,147
20181109_085444,591,prayer rug,15,145
20181109_085445,596,prayer rug,25,150
20181109_085446,601,prayer rug,36,149
20181109_085447,606,prayer rug,26,153
20181109_085448,611,prayer rug,19,163
20181109_085449,616,prayer rug,15,162
20181109_085450,621,prayer rug,35,165
20181109_085451,626,prayer rug,19,177
20181109_085452,630,prayer rug,23,176
20181109_085453,635,prayer rug,32,178
20181109_085454,639,prayer rug,18,172
20181109_085455,644,prayer rug,34,173
20181109_085456,648,prayer rug,29,189
20181109_085457,653,prayer rug,19,183
20181109_085458,658,prayer rug,33,177
20181109_085459,662,prayer rug,34,169
20181109_085500,667,prayer rug,34,185
20181109_085501,671,prayer rug,20,177
20181109_085502,676,prayer rug,33,171
20181109_085503,681,prayer rug,18,167
20181109_085504,685,prayer rug,25,168
20181109_085505,690,prayer rug,28,172
20181109_085506,694,prayer rug,25,173
20181109_085507,699,prayer rug,18,173
20181109_085508,704,prayer rug,21,171
20181109_085509,709,prayer rug,19,178
20181109_085510,714,prayer rug,18,175
20181109_085511,718,prayer rug,30,169
20181109_085512,723,prayer rug,21,171
20181109_085513,728,prayer rug,18,180
20181109_085514,732,prayer rug,18,171
20181109_085515,737,prayer rug,19,170
20181109_085516,742,prayer rug,18,176
20181109_085517,746,prayer rug,34,172
20181109_085518,751,prayer rug,18,172
20181109_085519,756,prayer rug,30,167
20181109_085520,761,prayer rug,23,173
20181109_085521,765,prayer rug,26,177
20181109_085522,770,prayer rug,18,191
20181109_085523,775,prayer rug,22,179
20181109_085524,779,prayer rug,24,172
20181109_085525,784,prayer rug,31,170
20181109_085526,789,prayer rug,20,176
20181109_085527,793,prayer rug,24,173
20181109_085528,798,prayer rug,18,185
20181109_085529,803,prayer rug,34,168
20181109_085530,807,prayer rug,20,172
20181109_085531,812,prayer rug,17,202
20181109_085532,816,prayer rug,32,184
20181109_085533,821,prayer rug,23,171
20181109_085534,825,prayer rug,19,172
20181109_085535,830,prayer rug,17,176
20181109_085536,835,prayer rug,34,177
20181109_085537,839,prayer rug,34,184
20181109_085538,844,prayer rug,29,177
20181109_085539,848,prayer rug,32,175
20181109_085540,853,prayer rug,18,176
20181109_085541,858,prayer rug,20,198
20181109_085542,862,prayer rug,18,177
20181109_085543,867,prayer rug,25,190
20181109_085544,871,prayer rug,22,190
20181109_085545,876,prayer rug,18,173
20181109_085546,881,prayer rug,20,168
20181109_085547,885,prayer rug,37,175
20181109_085548,890,prayer rug,34,176
20181109_085549,895,prayer rug,17,175
20181109_085550,899,prayer rug,31,176
20181109_085551,903,prayer rug,18,186
20181109_085552,908,prayer rug,32,188
20181109_085553,912,prayer rug,18,166
20181109_085554,917,prayer rug,35,191
20181109_085555,921,prayer rug,20,185
20181109_085556,926,prayer rug,17,170
20181109_085557,931,prayer rug,17,176
20181109_085558,936,prayer rug,35,182
20181109_085559,940,prayer rug,18,171
20181109_085600,945,prayer rug,20,181
20181109_085601,949,prayer rug,24,209
20181109_085602,954,prayer rug,32,171
20181109_085603,958,prayer rug,34,171
20181109_085604,962,prayer rug,28,207
20181109_085605,967,prayer rug,18,179
20181109_085606,972,prayer rug,19,173
20181109_085607,977,prayer rug,39,174
20181109_085608,981,prayer rug,20,171
20181109_085609,986,prayer rug,18,174
20181109_085610,991,prayer rug,27,176
20181109_085611,995,prayer rug,21,177
20181109_085612,1000,prayer rug,18,172
20181109_085613,1004,prayer rug,31,172
20181109_085614,1009,prayer rug,26,168
20181109_085615,1013,prayer rug,19,181
20181109_085616,1018,prayer rug,36,171
20181109_085617,1023,prayer rug,17,185
20181109_085618,1027,prayer rug,33,168
20181109_085619,1032,prayer rug,21,170
20181109_085620,1036,prayer rug,35,168
20181109_085621,1041,prayer rug,26,168
20181109_085622,1046,prayer rug,18,171
20181109_085623,1051,prayer rug,28,166
20181109_085624,1055,prayer rug,17,172
20181109_085625,1060,prayer rug,20,176
20181109_085626,1065,prayer rug,21,170
20181109_085627,1069,prayer rug,26,182
20181109_085628,1074,prayer rug,29,167
20181109_085629,1079,prayer rug,21,174
20181109_085630,1083,prayer rug,17,172
20181109_085631,1088,prayer rug,18,183
20181109_085632,1092,prayer rug,17,174
20181109_085633,1097,prayer rug,21,178
20181109_085634,1102,prayer rug,27,170
20181109_085635,1106,prayer rug,36,170
20181109_085636,1111,prayer rug,26,188
20181109_085637,1116,prayer rug,18,179
20181109_085638,1121,prayer rug,32,166
20181109_085639,1125,prayer rug,38,203
20181109_085640,1130,prayer rug,18,176
20181109_085641,1134,prayer rug,34,167
20181109_085642,1139,prayer rug,32,167
20181109_085643,1143,prayer rug,21,179
20181109_085644,1148,prayer rug,18,169
20181109_085645,1153,prayer rug,18,184
20181109_085646,1157,prayer rug,19,178
20181109_085647,1162,prayer rug,26,184
20181109_085648,1167,prayer rug,18,174
20181109_085649,1171,prayer rug,19,177
20181109_085650,1176,prayer rug,18,173
20181109_085651,1181,prayer rug,20,188
20181109_085652,1185,prayer rug,20,185
20181109_085653,1189,prayer rug,22,171
20181109_085654,1194,prayer rug,37,204
20181109_085655,1199,prayer rug,32,195
20181109_085656,1203,prayer rug,31,177
20181109_085657,1208,prayer rug,24,182
20181109_085658,1213,prayer rug,21,170
20181109_085659,1217,prayer rug,25,178
20181109_085700,1222,prayer rug,28,181
20181109_085701,1226,prayer rug,32,179
20181109_085702,1231,prayer rug,29,185
20181109_085703,1235,prayer rug,19,196
20181109_085704,1240,prayer rug,42,196
20181109_085705,1244,prayer rug,27,168
20181109_085706,1249,prayer rug,23,171
20181109_085707,1253,prayer rug,33,172
20181109_085708,1258,prayer rug,21,174
20181109_085709,1262,prayer rug,19,174
20181109_085710,1267,prayer rug,19,172
20181109_085711,1272,prayer rug,18,178
20181109_085712,1276,prayer rug,25,186
20181109_085713,1281,prayer rug,21,178
20181109_085714,1285,prayer rug,20,188
20181109_085715,1290,prayer rug,18,175
20181109_085716,1295,prayer rug,18,168
20181109_085717,1300,prayer rug,17,175
20181109_085718,1305,prayer rug,20,174
20181109_085719,1310,prayer rug,17,174
20181109_085720,1314,prayer rug,22,167
20181109_085721,1319,prayer rug,33,174
20181109_085722,1324,prayer rug,19,175
20181109_085723,1328,prayer rug,37,174
20181109_085724,1333,prayer rug,22,175
20181109_085725,1338,prayer rug,19,190
20181109_085726,1342,prayer rug,17,182
20181109_085727,1346,prayer rug,23,169
20181109_085728,1351,prayer rug,34,171
20181109_085729,1355,prayer rug,25,183
20181109_085730,1360,prayer rug,31,191
20181109_085731,1365,prayer rug,32,170
20181109_085732,1369,prayer rug,20,169
20181109_085733,1374,prayer rug,30,172
20181109_085734,1379,prayer rug,17,180
20181109_085735,1383,prayer rug,19,173
20181109_085736,1388,prayer rug,17,173
20181109_085737,1393,prayer rug,21,175
20181109_085738,1398,prayer rug,19,180
20181109_085739,1402,prayer rug,19,170
20181109_085740,1407,prayer rug,32,192
20181109_085741,1411,prayer rug,35,174
20181109_085742,1416,prayer rug,32,173
20181109_085743,1421,prayer rug,19,192
20181109_085744,1426,prayer rug,35,171
20181109_085745,1430,prayer rug,28,190
20181109_085746,1435,prayer rug,36,168
20181109_085747,1439,prayer rug,32,169
20181109_085748,1444,prayer rug,40,172
20181109_085749,1448,prayer rug,27,172
20181109_085750,1453,prayer rug,27,170
20181109_085751,1458,prayer rug,17,184
20181109_085752,1460,prayer rug,17,170
